"Date","Time","Annahme => Fermenter 1","Annahme => Fermenter 2","Feststoffe=> Fermenter 1","Feststoffe=> Fermenter 2"
"15/08/12","00:02:06","      0","      0"," 182","   0"
"15/08/12","00:05:38","      0","      0"," 182","   0"
"15/08/12","00:21:48","      0","      0","   0","  81"
"15/08/12","00:26:39","      0","      0","   0"," 216"
"15/08/12","01:03:33","      0","      0"," 182","   0"
"15/08/12","01:07:16","      0","      0"," 182","   0"
"15/08/12","01:21:32","      0","      0","   0","  55"
"15/08/12","01:25:37","      0","      0","   0"," 213"
"15/08/12","02:03:57","      0","      0"," 182","   0"
"15/08/12","02:07:27","      0","      0"," 182","   0"
"15/08/12","02:24:20","      0","      0","   0"," 214"
"15/08/12","02:28:22","      0","      0","   0"," 213"
"15/08/12","03:03:58","      0","      0"," 184","   0"
"15/08/12","03:07:44","      0","      0"," 173","   0"
"15/08/12","03:24:29","      0","      0","   0"," 213"
"15/08/12","03:28:35","      0","      0","   0"," 207"
"15/08/12","04:03:59","      0","      0"," 184","   0"
"15/08/12","04:07:41","      0","      0"," 181","   0"
"15/08/12","04:22:51","      0","      0","   0"," 105"
"15/08/12","04:27:18","      0","      0","   0"," 212"
"15/08/12","05:03:34","      0","      0"," 181","   0"
"15/08/12","05:07:13","      0","      0"," 183","   0"
"15/08/12","05:21:56","      0","      0","   0","  91"
"15/08/12","05:25:57","      0","      0","   0"," 212"
"15/08/12","06:03:47","      0","      0"," 183","   0"
"15/08/12","06:07:16","      0","      0"," 181","   0"
"15/08/12","06:22:07","      0","      0","   0"," 114"
"15/08/12","06:26:40","      0","      0","   0"," 212"
"15/08/12","07:03:22","      0","      0"," 181","   0"
"15/08/12","07:07:14","      0","      0"," 183","   0"
"15/08/12","07:23:45","      0","      0","   0"," 213"
"15/08/12","07:28:00","      0","      0","   0"," 213"
"15/08/12","07:56:43","   1495","      0","   0","   0"
"15/08/12","07:59:08","      0","   1485","   0","   0"
"15/08/12","08:03:38","      0","      0"," 182","   0"
"15/08/12","08:07:15","      0","      0"," 183","   0"
"15/08/12","08:21:59","      0","      0","   0"," 100"
"15/08/12","08:26:36","      0","      0","   0"," 211"
"15/08/12","09:03:47","      0","      0"," 182","   0"
"15/08/12","09:07:25","      0","      0"," 180","   0"
"15/08/12","09:22:07","      0","      0","   0"," 104"
"15/08/12","09:26:30","      0","      0","   0"," 213"
"15/08/12","09:56:28","   1495","      0","   0","   0"
"15/08/12","09:58:53","      0","   1485","   0","   0"
"15/08/12","10:03:26","      0","      0"," 184","   0"
"15/08/12","10:06:52","      0","      0"," 184","   0"
"15/08/12","10:23:55","      0","      0","   0"," 213"
"15/08/12","10:27:22","      0","      0","   0"," 216"
"15/08/12","11:03:46","      0","      0"," 182","   0"
"15/08/12","11:07:10","      0","      0"," 184","   0"
"15/08/12","11:21:33","      0","      0","   0","  70"
"15/08/12","11:25:27","      0","      0","   0"," 214"
"15/08/12","11:56:28","   1495","      0","   0","   0"
"15/08/12","11:58:55","      0","   1485","   0","   0"
"15/08/12","12:03:47","      0","      0"," 184","   0"
"15/08/12","12:07:13","      0","      0"," 185","   0"
"15/08/12","12:21:13","      0","      0","   0","  38"
"15/08/12","12:25:20","      0","      0","   0"," 216"
"15/08/12","13:03:22","      0","      0"," 183","   0"
"15/08/12","13:06:50","      0","      0"," 182","   0"
"15/08/12","13:23:43","      0","      0","   0"," 213"
"15/08/12","13:27:41","      0","      0","   0"," 216"
"15/08/12","14:03:46","      0","      0"," 184","   0"
"15/08/12","14:07:14","      0","      0"," 184","   0"
"15/08/12","14:23:46","      0","      0","   0"," 214"
"15/08/12","14:27:51","      0","      0","   0"," 213"
"15/08/12","15:03:31","      0","      0"," 184","   0"
"15/08/12","15:06:48","      0","      0"," 183","   0"
"15/08/12","15:24:03","      0","      0","   0"," 216"
"15/08/12","15:28:05","      0","      0","   0"," 214"
"15/08/12","15:56:30","   1495","      0","   0","   0"
"15/08/12","15:58:52","      0","   1485","   0","   0"
"15/08/12","16:03:31","      0","      0"," 186","   0"
"15/08/12","16:07:05","      0","      0"," 186","   0"
"15/08/12","16:23:40","      0","      0","   0"," 214"
"15/08/12","16:27:40","      0","      0","   0"," 216"
"15/08/12","17:03:39","      0","      0"," 185","   0"
"15/08/12","17:07:00","      0","      0"," 185","   0"
"15/08/12","17:23:54","      0","      0","   0"," 216"
"15/08/12","17:27:25","      0","      0","   0"," 213"
"15/08/12","18:03:51","      0","      0"," 185","   0"
"15/08/12","18:07:35","      0","      0"," 183","   0"
"15/08/12","18:21:50","      0","      0","   0","  98"
"15/08/12","18:26:07","      0","      0","   0"," 213"
"15/08/12","19:04:05","      0","      0"," 183","   0"
"15/08/12","19:07:47","      0","      0"," 184","   0"
"15/08/12","19:24:36","      0","      0","   0"," 212"
"15/08/12","19:28:53","      0","      0","   0"," 212"
"15/08/12","20:04:12","      0","      0"," 181","   0"
"15/08/12","20:07:59","      0","      0"," 180","   0"
"15/08/12","20:21:32","      0","      0","   0","  60"
"15/08/12","20:26:08","      0","      0","   0"," 214"
"15/08/12","21:03:48","      0","      0"," 183","   0"
