"Date","Time","Annahme => Fermenter 1","Annahme => Fermenter 2","Feststoffe=> Fermenter 1","Feststoffe=> Fermenter 2"
"16/07/17","00:02:11","      0","      0"," 255","   0"
"16/07/17","00:06:25","      0","      0"," 258","   0"
"16/07/17","00:24:23","      0","      0","   0"," 256"
"16/07/17","00:28:39","      0","      0","   0"," 255"
"16/07/17","01:04:16","      0","      0"," 254","   0"
"16/07/17","01:08:21","      0","      0"," 256","   0"
"16/07/17","01:23:50","      0","      0","   0"," 256"
"16/07/17","01:28:06","      0","      0","   0"," 257"
"16/07/17","02:04:08","      0","      0"," 257","   0"
"16/07/17","02:07:53","      0","      0"," 256","   0"
"16/07/17","02:24:18","      0","      0","   0"," 253"
"16/07/17","02:28:14","      0","      0","   0"," 254"
"16/07/17","03:04:33","      0","      0"," 256","   0"
"16/07/17","03:08:55","      0","      0"," 254","   0"
"16/07/17","03:24:15","      0","      0","   0"," 256"
"16/07/17","03:28:03","      0","      0","   0"," 255"
"16/07/17","04:04:19","      0","      0"," 255","   0"
"16/07/17","04:08:02","      0","      0"," 256","   0"
"16/07/17","04:24:14","      0","      0","   0"," 255"
"16/07/17","04:28:25","      0","      0","   0"," 254"
"16/07/17","05:03:43","      0","      0"," 256","   0"
"16/07/17","05:07:56","      0","      0"," 256","   0"
"16/07/17","05:23:52","      0","      0","   0"," 256"
"16/07/17","05:27:59","      0","      0","   0"," 254"
"16/07/17","06:04:04","      0","      0"," 254","   0"
"16/07/17","06:08:22","      0","      0"," 255","   0"
"16/07/17","06:24:18","      0","      0","   0"," 256"
"16/07/17","06:28:13","      0","      0","   0"," 257"
"16/07/17","07:04:20","      0","      0"," 258","   0"
"16/07/17","07:07:56","      0","      0"," 257","   0"
"16/07/17","07:24:14","      0","      0","   0"," 256"
"16/07/17","07:27:52","      0","      0","   0"," 253"
"16/07/17","07:56:38","   1595","      0","   0","   0"
"16/07/17","07:59:15","      0","   1585","   0","   0"
"16/07/17","08:04:21","      0","      0"," 256","   0"
