"Date","Time","Annahme => Fermenter 1","Annahme => Fermenter 2","Feststoffe=> Fermenter 1","Feststoffe=> Fermenter 2"
"16/10/13","00:01:32","      0","      0"," 210","   0"
"16/10/13","00:05:33","      0","      0"," 211","   0"
"16/10/13","00:23:30","      0","      0","   0"," 219"
"16/10/13","00:27:32","      0","      0","   0"," 219"
"16/10/13","01:03:20","      0","      0"," 210","   0"
"16/10/13","01:07:13","      0","      0"," 209","   0"
"16/10/13","01:23:36","      0","      0","   0"," 220"
"16/10/13","01:27:42","      0","      0","   0"," 221"
"16/10/13","02:03:32","      0","      0"," 210","   0"
"16/10/13","02:07:25","      0","      0"," 210","   0"
"16/10/13","02:23:40","      0","      0","   0"," 221"
"16/10/13","02:27:44","      0","      0","   0"," 221"
"16/10/13","03:03:43","      0","      0"," 209","   0"
"16/10/13","03:07:14","      0","      0"," 209","   0"
"16/10/13","03:23:51","      0","      0","   0"," 221"
"16/10/13","03:27:35","      0","      0","   0"," 219"
"16/10/13","04:03:45","      0","      0"," 209","   0"
"16/10/13","04:07:24","      0","      0"," 208","   0"
"16/10/13","04:24:03","      0","      0","   0"," 219"
"16/10/13","04:27:32","      0","      0","   0"," 216"
"16/10/13","05:03:53","      0","      0"," 210","   0"
"16/10/13","05:07:28","      0","      0"," 209","   0"
"16/10/13","05:23:58","      0","      0","   0"," 219"
"16/10/13","05:27:27","      0","      0","   0"," 220"
"16/10/13","06:03:46","      0","      0"," 211","   0"
"16/10/13","06:07:11","      0","      0"," 210","   0"
"16/10/13","06:23:59","      0","      0","   0"," 222"
"16/10/13","06:27:34","      0","      0","   0"," 219"
"16/10/13","07:03:47","      0","      0"," 212","   0"
"16/10/13","07:07:15","      0","      0"," 210","   0"
"16/10/13","07:23:57","      0","      0","   0"," 219"
"16/10/13","07:27:31","      0","      0","   0"," 219"
"16/10/13","07:56:50","   1545","      0","   0","   0"
"16/10/13","07:59:24","      0","   1535","   0","   0"
"16/10/13","08:03:52","      0","      0"," 211","   0"
"16/10/13","08:07:12","      0","      0"," 211","   0"
"16/10/13","08:24:01","      0","      0","   0"," 222"
"16/10/13","08:27:39","      0","      0","   0"," 219"
"16/10/13","09:04:02","      0","      0"," 209","   0"
"16/10/13","09:07:23","      0","      0"," 208","   0"
"16/10/13","09:23:54","      0","      0","   0"," 219"
"16/10/13","09:27:42","      0","      0","   0"," 219"
"16/10/13","09:56:46","   1545","      0","   0","   0"
"16/10/13","09:59:20","      0","   1535","   0","   0"
"16/10/13","10:03:26","      0","      0"," 209","   0"
"16/10/13","10:07:06","      0","      0"," 210","   0"
"16/10/13","10:23:35","      0","      0","   0"," 219"
"16/10/13","10:27:34","      0","      0","   0"," 221"
"16/10/13","11:03:49","      0","      0"," 211","   0"
"16/10/13","11:07:14","      0","      0"," 208","   0"
"16/10/13","11:24:03","      0","      0","   0"," 223"
"16/10/13","11:27:47","      0","      0","   0"," 219"
"16/10/13","11:56:46","   1545","      0","   0","   0"
"16/10/13","11:59:20","      0","   1535","   0","   0"
"16/10/13","12:03:33","      0","      0"," 207","   0"
"16/10/13","12:07:22","      0","      0"," 211","   0"
"16/10/13","12:23:28","      0","      0","   0"," 221"
"16/10/13","12:27:35","      0","      0","   0"," 219"
"16/10/13","13:03:59","      0","      0"," 209","   0"
"16/10/13","13:07:47","      0","      0"," 207","   0"
"16/10/13","13:23:49","      0","      0","   0"," 219"
"16/10/13","13:27:45","      0","      0","   0"," 220"
"16/10/13","14:03:46","      0","      0"," 209","   0"
"16/10/13","14:07:11","      0","      0"," 210","   0"
"16/10/13","14:24:06","      0","      0","   0"," 220"
"16/10/13","14:27:56","      0","      0","   0"," 219"
"16/10/13","15:03:55","      0","      0"," 209","   0"
"16/10/13","15:07:20","      0","      0"," 211","   0"
"16/10/13","15:24:06","      0","      0","   0"," 219"
"16/10/13","15:27:57","      0","      0","   0"," 220"
"16/10/13","15:56:46","   1545","      0","   0","   0"
"16/10/13","15:59:19","      0","   1535","   0","   0"
"16/10/13","16:03:55","      0","      0"," 209","   0"
"16/10/13","16:07:25","      0","      0"," 209","   0"
"16/10/13","16:24:03","      0","      0","   0"," 220"
"16/10/13","16:28:06","      0","      0","   0"," 221"
"16/10/13","17:03:53","      0","      0"," 208","   0"
"16/10/13","17:07:52","      0","      0"," 208","   0"
"16/10/13","17:11:39","      0","      0","   0"," 217"
"16/10/13","17:15:49","      0","      0","   0"," 220"
"16/10/13","18:04:01","      0","      0"," 209","   0"
"16/10/13","18:08:10","      0","      0"," 210","   0"
"16/10/13","18:23:48","      0","      0","   0"," 219"
"16/10/13","18:28:03","      0","      0","   0"," 219"
"16/10/13","19:03:48","      0","      0"," 208","   0"
"16/10/13","19:08:06","      0","      0"," 209","   0"
"16/10/13","19:24:00","      0","      0","   0"," 219"
"16/10/13","19:28:23","      0","      0","   0"," 218"
"16/10/13","20:04:15","      0","      0"," 208","   0"
"16/10/13","20:07:56","      0","      0"," 208","   0"
"16/10/13","20:24:26","      0","      0","   0"," 216"
"16/10/13","20:29:03","      0","      0","   0"," 216"
"16/10/13","21:04:05","      0","      0"," 206","   0"
"16/10/13","21:08:36","      0","      0"," 208","   0"
"16/10/13","21:24:38","      0","      0","   0"," 216"
"16/10/13","21:29:08","      0","      0","   0"," 215"
"16/10/13","22:04:03","      0","      0"," 206","   0"
"16/10/13","22:08:36","      0","      0"," 207","   0"
"16/10/13","22:24:53","      0","      0","   0"," 219"
"16/10/13","22:29:12","      0","      0","   0"," 222"
"16/10/13","23:03:38","      0","      0"," 208","   0"
"16/10/13","23:07:49","      0","      0"," 207","   0"
"16/10/13","23:23:45","      0","      0","   0"," 220"
"16/10/13","23:27:42","      0","      0","   0"," 221"
