"Date","Time","Annahme => Fermenter 1","Annahme => Fermenter 2","Feststoffe=> Fermenter 1","Feststoffe=> Fermenter 2"
"16/04/06","00:01:58","      0","      0"," 215","   0"
"16/04/06","00:05:29","      0","      0"," 215","   0"
"16/04/06","00:24:05","      0","      0","   0"," 223"
"16/04/06","00:27:43","      0","      0","   0"," 224"
"16/04/06","01:04:01","      0","      0"," 215","   0"
"16/04/06","01:07:29","      0","      0"," 217","   0"
"16/04/06","01:24:03","      0","      0","   0"," 226"
"16/04/06","01:27:35","      0","      0","   0"," 225"
"16/04/06","02:03:57","      0","      0"," 215","   0"
"16/04/06","02:07:16","      0","      0"," 215","   0"
"16/04/06","02:24:00","      0","      0","   0"," 227"
"16/04/06","02:27:40","      0","      0","   0"," 225"
"16/04/06","03:04:00","      0","      0"," 215","   0"
"16/04/06","03:07:35","      0","      0"," 216","   0"
"16/04/06","03:23:58","      0","      0","   0"," 225"
"16/04/06","03:27:30","      0","      0","   0"," 224"
"16/04/06","04:03:29","      0","      0"," 213","   0"
"16/04/06","04:07:22","      0","      0"," 214","   0"
"16/04/06","04:23:46","      0","      0","   0"," 227"
"16/04/06","04:27:39","      0","      0","   0"," 224"
"16/04/06","05:03:23","      0","      0"," 215","   0"
"16/04/06","05:07:14","      0","      0"," 216","   0"
"16/04/06","05:23:49","      0","      0","   0"," 224"
"16/04/06","05:27:35","      0","      0","   0"," 219"
"16/04/06","06:03:53","      0","      0"," 216","   0"
"16/04/06","06:07:21","      0","      0"," 216","   0"
"16/04/06","06:23:52","      0","      0","   0"," 224"
"16/04/06","06:27:25","      0","      0","   0"," 224"
"16/04/06","07:04:00","      0","      0"," 214","   0"
"16/04/06","07:07:30","      0","      0"," 217","   0"
"16/04/06","07:23:49","      0","      0","   0"," 225"
"16/04/06","07:27:38","      0","      0","   0"," 227"
"16/04/06","07:56:26","   1495","      0","   0","   0"
"16/04/06","07:58:52","      0","   1485","   0","   0"
"16/04/06","08:03:35","      0","      0"," 214","   0"
"16/04/06","08:07:23","      0","      0"," 216","   0"
"16/04/06","08:23:53","      0","      0","   0"," 225"
"16/04/06","08:27:46","      0","      0","   0"," 225"
