"Date","Time","Annahme => Fermenter 1","Annahme => Fermenter 2","Feststoffe=> Fermenter 1","Feststoffe=> Fermenter 2"
"16/11/19","00:02:41","      0","      0"," 220","   0"
"16/11/19","00:07:13","      0","      0"," 223","   0"
"16/11/19","00:24:02","      0","      0","   0"," 223"
"16/11/19","00:28:49","      0","      0","   0"," 222"
"16/11/19","01:04:43","      0","      0"," 221","   0"
"16/11/19","01:09:31","      0","      0"," 221","   0"
"16/11/19","01:24:32","      0","      0","   0"," 222"
"16/11/19","01:28:40","      0","      0","   0"," 223"
"16/11/19","02:04:43","      0","      0"," 220","   0"
"16/11/19","02:09:28","      0","      0"," 222","   0"
"16/11/19","02:24:09","      0","      0","   0"," 221"
"16/11/19","02:28:37","      0","      0","   0"," 222"
"16/11/19","03:04:35","      0","      0"," 223","   0"
"16/11/19","03:08:45","      0","      0"," 224","   0"
"16/11/19","03:24:34","      0","      0","   0"," 222"
"16/11/19","03:29:15","      0","      0","   0"," 221"
"16/11/19","04:04:23","      0","      0"," 224","   0"
"16/11/19","04:09:03","      0","      0"," 222","   0"
"16/11/19","04:24:11","      0","      0","   0"," 223"
"16/11/19","04:29:03","      0","      0","   0"," 222"
"16/11/19","05:04:26","      0","      0"," 224","   0"
"16/11/19","05:08:50","      0","      0"," 224","   0"
"16/11/19","05:24:56","      0","      0","   0"," 221"
"16/11/19","05:28:56","      0","      0","   0"," 213"
"16/11/19","06:04:41","      0","      0"," 223","   0"
"16/11/19","06:08:46","      0","      0"," 223","   0"
"16/11/19","06:24:52","      0","      0","   0"," 224"
"16/11/19","06:29:16","      0","      0","   0"," 225"
"16/11/19","07:04:29","      0","      0"," 221","   0"
"16/11/19","07:09:10","      0","      0"," 224","   0"
"16/11/19","07:24:20","      0","      0","   0"," 223"
"16/11/19","07:29:04","      0","      0","   0"," 222"
"16/11/19","07:56:46","   1495","      0","   0","   0"
"16/11/19","07:59:21","      0","   1485","   0","   0"
"16/11/19","08:04:02","      0","      0"," 223","   0"
"16/11/19","08:08:45","      0","      0"," 222","   0"
"16/11/19","08:24:07","      0","      0","   0"," 224"
"16/11/19","08:28:48","      0","      0","   0"," 223"
"16/11/19","09:04:09","      0","      0"," 221","   0"
"16/11/19","09:08:51","      0","      0"," 222","   0"
"16/11/19","09:24:12","      0","      0","   0"," 221"
"16/11/19","09:28:44","      0","      0","   0"," 222"
"16/11/19","09:56:46","   1495","      0","   0","   0"
"16/11/19","09:59:22","      0","   1485","   0","   0"
"16/11/19","10:04:09","      0","      0"," 221","   0"
"16/11/19","10:08:38","      0","      0"," 221","   0"
"16/11/19","10:24:25","      0","      0","   0"," 224"
"16/11/19","10:29:08","      0","      0","   0"," 219"
"16/11/19","11:04:44","      0","      0"," 223","   0"
"16/11/19","11:08:55","      0","      0"," 223","   0"
"16/11/19","11:24:33","      0","      0","   0"," 223"
"16/11/19","11:28:37","      0","      0","   0"," 224"
"16/11/19","11:56:45","   1485","      0","   0","   0"
"16/11/19","11:59:19","      0","   1475","   0","   0"
"16/11/19","12:04:30","      0","      0"," 224","   0"
"16/11/19","12:08:36","      0","      0"," 224","   0"
"16/11/19","12:24:35","      0","      0","   0"," 224"
"16/11/19","12:28:39","      0","      0","   0"," 223"
"16/11/19","13:04:23","      0","      0"," 225","   0"
"16/11/19","13:08:59","      0","      0"," 224","   0"
"16/11/19","13:24:09","      0","      0","   0"," 223"
"16/11/19","13:28:31","      0","      0","   0"," 222"
"16/11/19","14:04:04","      0","      0"," 224","   0"
"16/11/19","14:08:27","      0","      0"," 222","   0"
"16/11/19","14:24:11","      0","      0","   0"," 223"
"16/11/19","14:28:42","      0","      0","   0"," 223"
"16/11/19","15:04:26","      0","      0"," 222","   0"
"16/11/19","15:08:29","      0","      0"," 222","   0"
"16/11/19","15:24:28","      0","      0","   0"," 227"
"16/11/19","15:28:50","      0","      0","   0"," 223"
"16/11/19","15:56:46","   1485","      0","   0","   0"
"16/11/19","15:59:20","      0","   1475","   0","   0"
"16/11/19","16:04:08","      0","      0"," 221","   0"
"16/11/19","16:08:35","      0","      0"," 223","   0"
"16/11/19","16:24:30","      0","      0","   0"," 223"
"16/11/19","16:28:41","      0","      0","   0"," 221"
