"Date","Time","Annahme => Fermenter 1","Annahme => Fermenter 2","Feststoffe=> Fermenter 1","Feststoffe=> Fermenter 2"
"16/12/30","00:02:38","      0","      0"," 202","   0"
"16/12/30","00:06:39","      0","      0"," 204","   0"
"16/12/30","00:24:02","      0","      0","   0"," 204"
"16/12/30","00:28:21","      0","      0","   0"," 204"
"16/12/30","01:04:17","      0","      0"," 206","   0"
"16/12/30","01:08:30","      0","      0"," 203","   0"
"16/12/30","01:24:33","      0","      0","   0"," 203"
"16/12/30","01:29:05","      0","      0","   0"," 201"
"16/12/30","02:03:56","      0","      0"," 202","   0"
"16/12/30","02:08:07","      0","      0"," 204","   0"
"16/12/30","02:24:33","      0","      0","   0"," 204"
"16/12/30","02:28:52","      0","      0","   0"," 203"
"16/12/30","03:04:36","      0","      0"," 201","   0"
"16/12/30","03:09:03","      0","      0"," 201","   0"
"16/12/30","03:24:29","      0","      0","   0"," 197"
"16/12/30","03:28:14","      0","      0","   0"," 202"
"16/12/30","04:04:27","      0","      0"," 204","   0"
"16/12/30","04:08:44","      0","      0"," 202","   0"
"16/12/30","04:24:35","      0","      0","   0"," 201"
"16/12/30","04:29:03","      0","      0","   0"," 202"
"16/12/30","05:04:25","      0","      0"," 201","   0"
"16/12/30","05:08:06","      0","      0"," 204","   0"
"16/12/30","05:24:15","      0","      0","   0"," 203"
"16/12/30","05:28:27","      0","      0","   0"," 206"
"16/12/30","06:04:33","      0","      0"," 203","   0"
"16/12/30","06:08:58","      0","      0"," 202","   0"
"16/12/30","06:23:58","      0","      0","   0"," 203"
"16/12/30","06:28:22","      0","      0","   0"," 202"
"16/12/30","07:04:23","      0","      0"," 201","   0"
"16/12/30","07:08:40","      0","      0"," 205","   0"
"16/12/30","07:24:17","      0","      0","   0"," 202"
"16/12/30","07:27:48","      0","      0","   0"," 206"
"16/12/30","07:56:40","   1395","      0","   0","   0"
"16/12/30","07:59:21","      0","   1385","   0","   0"
"16/12/30","08:04:11","      0","      0"," 202","   0"
"16/12/30","08:07:58","      0","      0"," 203","   0"
"16/12/30","08:24:06","      0","      0","   0"," 201"
"16/12/30","08:27:56","      0","      0","   0"," 203"
"16/12/30","09:04:15","      0","      0"," 203","   0"
"16/12/30","09:07:49","      0","      0"," 203","   0"
"16/12/30","09:24:18","      0","      0","   0"," 204"
"16/12/30","09:27:59","      0","      0","   0"," 203"
"16/12/30","09:56:42","   1395","      0","   0","   0"
"16/12/30","09:59:26","      0","   1390","   0","   0"
"16/12/30","10:04:21","      0","      0"," 203","   0"
"16/12/30","10:07:49","      0","      0"," 205","   0"
"16/12/30","10:24:20","      0","      0","   0"," 204"
"16/12/30","10:27:53","      0","      0","   0"," 203"
"16/12/30","11:04:23","      0","      0"," 204","   0"
"16/12/30","11:07:53","      0","      0"," 201","   0"
"16/12/30","11:24:26","      0","      0","   0"," 204"
"16/12/30","11:28:00","      0","      0","   0"," 201"
"16/12/30","11:56:44","   1395","      0","   0","   0"
"16/12/30","11:59:29","      0","   1385","   0","   0"
"16/12/30","12:04:26","      0","      0"," 205","   0"
"16/12/30","12:08:05","      0","      0"," 205","   0"
"16/12/30","12:24:12","      0","      0","   0"," 203"
"16/12/30","12:27:48","      0","      0","   0"," 204"
"16/12/30","13:04:18","      0","      0"," 203","   0"
"16/12/30","13:08:00","      0","      0"," 201","   0"
"16/12/30","13:24:01","      0","      0","   0"," 203"
"16/12/30","13:28:01","      0","      0","   0"," 204"
"16/12/30","14:03:49","      0","      0"," 202","   0"
"16/12/30","14:07:50","      0","      0"," 201","   0"
"16/12/30","14:23:54","      0","      0","   0"," 201"
"16/12/30","14:28:08","      0","      0","   0"," 202"
"16/12/30","15:03:54","      0","      0"," 203","   0"
"16/12/30","15:08:05","      0","      0"," 204","   0"
"16/12/30","15:24:02","      0","      0","   0"," 203"
"16/12/30","15:28:06","      0","      0","   0"," 201"
"16/12/30","15:56:32","   1395","      0","   0","   0"
"16/12/30","15:59:09","      0","   1385","   0","   0"
"16/12/30","16:04:06","      0","      0"," 204","   0"
"16/12/30","16:08:02","      0","      0"," 203","   0"
"16/12/30","16:24:17","      0","      0","   0"," 202"
"16/12/30","16:28:07","      0","      0","   0"," 202"
"16/12/30","17:04:15","      0","      0"," 202","   0"
"16/12/30","17:08:06","      0","      0"," 202","   0"
"16/12/30","17:12:34","      0","      0","   0"," 202"
"16/12/30","17:16:32","      0","      0","   0"," 203"
"16/12/30","18:04:12","      0","      0"," 203","   0"
"16/12/30","18:08:44","      0","      0"," 203","   0"
"16/12/30","18:24:01","      0","      0","   0"," 204"
"16/12/30","18:28:32","      0","      0","   0"," 201"
"16/12/30","19:04:32","      0","      0"," 201","   0"
"16/12/30","19:08:32","      0","      0"," 202","   0"
"16/12/30","19:24:42","      0","      0","   0"," 204"
"16/12/30","19:29:43","      0","      0","   0"," 201"
"16/12/30","20:05:09","      0","      0"," 201","   0"
"16/12/30","20:10:04","      0","      0"," 199","   0"
