"Date","Time","Annahme => Fermenter 1","Annahme => Fermenter 2","Feststoffe=> Fermenter 1","Feststoffe=> Fermenter 2"
"18/02/04","00:02:51","      0","      0"," 197","   0"
"18/02/04","00:07:32","      0","      0"," 201","   0"
"18/02/04","00:24:54","      0","      0","   0"," 205"
"18/02/04","00:29:35","      0","      0","   0"," 209"
"18/02/04","01:04:56","      0","      0"," 214","   0"
"18/02/04","01:09:51","      0","      0"," 203","   0"
"18/02/04","01:24:45","      0","      0","   0"," 212"
"18/02/04","01:29:14","      0","      0","   0"," 210"
"18/02/04","02:04:32","      0","      0"," 210","   0"
"18/02/04","02:08:52","      0","      0"," 215","   0"
"18/02/04","02:24:36","      0","      0","   0"," 210"
"18/02/04","02:29:07","      0","      0","   0"," 208"
"18/02/04","03:04:33","      0","      0"," 210","   0"
"18/02/04","03:08:45","      0","      0"," 212","   0"
"18/02/04","03:24:44","      0","      0","   0"," 215"
"18/02/04","03:29:15","      0","      0","   0"," 214"
"18/02/04","04:04:28","      0","      0"," 216","   0"
"18/02/04","04:08:49","      0","      0"," 212","   0"
"18/02/04","04:24:41","      0","      0","   0"," 210"
"18/02/04","04:29:17","      0","      0","   0"," 211"
"18/02/04","05:04:09","      0","      0"," 212","   0"
"18/02/04","05:08:35","      0","      0"," 208","   0"
"18/02/04","05:24:16","      0","      0","   0"," 218"
"18/02/04","05:28:37","      0","      0","   0"," 216"
"18/02/04","06:04:24","      0","      0"," 213","   0"
"18/02/04","06:08:51","      0","      0"," 207","   0"
"18/02/04","06:24:03","      0","      0","   0"," 207"
"18/02/04","06:28:27","      0","      0","   0"," 204"
"18/02/04","07:04:11","      0","      0"," 203","   0"
"18/02/04","07:08:53","      0","      0"," 209","   0"
"18/02/04","07:24:12","      0","      0","   0"," 209"
"18/02/04","07:28:41","      0","      0","   0"," 208"
"18/02/04","07:57:09","   1395","      0","   0","   0"
"18/02/04","07:57:39","      0","    155","   0","   0"
"18/02/04","08:04:33","      0","      0"," 212","   0"
"18/02/04","08:09:01","      0","      0"," 212","   0"
"18/02/04","08:24:30","      0","      0","   0"," 209"
"18/02/04","08:28:42","      0","      0","   0"," 201"
"18/02/04","09:04:36","      0","      0"," 211","   0"
"18/02/04","09:08:49","      0","      0"," 215","   0"
"18/02/04","09:24:33","      0","      0","   0"," 211"
"18/02/04","09:28:57","      0","      0","   0"," 213"
"18/02/04","09:58:56","      0","   1230","   0","   0"
"18/02/04","10:04:21","      0","      0"," 206","   0"
"18/02/04","10:08:42","      0","      0"," 212","   0"
"18/02/04","10:17:05","   1495","      0","   0","   0"
"18/02/04","10:17:35","      0","    155","   0","   0"
"18/02/04","10:24:18","      0","      0","   0"," 215"
"18/02/04","10:28:42","      0","      0","   0"," 201"
"18/02/04","10:38:18","      0","   1330","   0","   0"
