"Date","Time","Annahme => Fermenter 1","Annahme => Fermenter 2","Feststoffe=> Fermenter 1","Feststoffe=> Fermenter 2"
"16/05/29","00:01:20","      0","      0"," 205","   0"
"16/05/29","00:05:10","      0","      0"," 205","   0"
"16/05/29","00:23:31","      0","      0","   0"," 218"
"16/05/29","00:27:30","      0","      0","   0"," 217"
"16/05/29","01:03:21","      0","      0"," 206","   0"
"16/05/29","01:07:16","      0","      0"," 207","   0"
"16/05/29","01:23:40","      0","      0","   0"," 220"
"16/05/29","01:27:38","      0","      0","   0"," 222"
"16/05/29","02:03:20","      0","      0"," 203","   0"
"16/05/29","02:07:07","      0","      0"," 205","   0"
"16/05/29","02:23:23","      0","      0","   0"," 218"
"16/05/29","02:27:24","      0","      0","   0"," 222"
"16/05/29","03:03:31","      0","      0"," 205","   0"
"16/05/29","03:07:01","      0","      0"," 207","   0"
"16/05/29","03:23:46","      0","      0","   0"," 221"
"16/05/29","03:27:17","      0","      0","   0"," 222"
"16/05/29","04:03:38","      0","      0"," 204","   0"
"16/05/29","04:06:51","      0","      0"," 204","   0"
"16/05/29","04:23:58","      0","      0","   0"," 221"
"16/05/29","04:27:28","      0","      0","   0"," 220"
"16/05/29","05:03:19","      0","      0"," 203","   0"
"16/05/29","05:06:48","      0","      0"," 207","   0"
"16/05/29","05:23:29","      0","      0","   0"," 219"
"16/05/29","05:27:24","      0","      0","   0"," 218"
"16/05/29","06:03:10","      0","      0"," 204","   0"
"16/05/29","06:06:25","      0","      0"," 204","   0"
"16/05/29","06:23:54","      0","      0","   0"," 221"
"16/05/29","06:27:14","      0","      0","   0"," 222"
"16/05/29","07:03:44","      0","      0"," 207","   0"
"16/05/29","07:06:55","      0","      0"," 206","   0"
"16/05/29","07:23:35","      0","      0","   0"," 220"
"16/05/29","07:27:12","      0","      0","   0"," 219"
"16/05/29","07:56:38","   1495","      0","   0","   0"
"16/05/29","07:59:13","      0","   1485","   0","   0"
"16/05/29","08:03:26","      0","      0"," 204","   0"
"16/05/29","08:06:53","      0","      0"," 205","   0"
"16/05/29","08:23:17","      0","      0","   0"," 220"
"16/05/29","08:27:07","      0","      0","   0"," 221"
"16/05/29","09:03:19","      0","      0"," 203","   0"
"16/05/29","09:06:36","      0","      0"," 203","   0"
"16/05/29","09:23:47","      0","      0","   0"," 215"
"16/05/29","09:27:11","      0","      0","   0"," 216"
"16/05/29","09:56:35","   1495","      0","   0","   0"
"16/05/29","09:59:12","      0","   1485","   0","   0"
"16/05/29","10:03:41","      0","      0"," 204","   0"
"16/05/29","10:06:54","      0","      0"," 206","   0"
"16/05/29","10:23:59","      0","      0","   0"," 220"
"16/05/29","10:27:22","      0","      0","   0"," 222"
"16/05/29","11:03:15","      0","      0"," 206","   0"
"16/05/29","11:06:50","      0","      0"," 207","   0"
"16/05/29","11:23:25","      0","      0","   0"," 219"
"16/05/29","11:27:06","      0","      0","   0"," 220"
"16/05/29","11:56:36","   1495","      0","   0","   0"
"16/05/29","11:59:10","      0","   1485","   0","   0"
"16/05/29","12:03:48","      0","      0"," 236","   0"
"16/05/29","12:07:43","      0","      0"," 237","   0"
"16/05/29","12:23:33","      0","      0","   0"," 241"
"16/05/29","12:27:32","      0","      0","   0"," 244"
"16/05/29","13:03:44","      0","      0"," 235","   0"
"16/05/29","13:07:32","      0","      0"," 236","   0"
"16/05/29","13:23:55","      0","      0","   0"," 240"
"16/05/29","13:27:31","      0","      0","   0"," 240"
"16/05/29","14:03:53","      0","      0"," 236","   0"
"16/05/29","14:07:20","      0","      0"," 236","   0"
"16/05/29","14:23:50","      0","      0","   0"," 241"
"16/05/29","14:27:31","      0","      0","   0"," 243"
"16/05/29","15:03:57","      0","      0"," 236","   0"
"16/05/29","15:07:27","      0","      0"," 238","   0"
"16/05/29","15:23:59","      0","      0","   0"," 241"
"16/05/29","15:27:51","      0","      0","   0"," 243"
"16/05/29","15:56:36","   1495","      0","   0","   0"
"16/05/29","15:59:12","      0","   1485","   0","   0"
"16/05/29","16:03:43","      0","      0"," 232","   0"
"16/05/29","16:07:26","      0","      0"," 236","   0"
"16/05/29","16:23:36","      0","      0","   0"," 242"
"16/05/29","16:27:35","      0","      0","   0"," 243"
"16/05/29","17:03:52","      0","      0"," 237","   0"
"16/05/29","17:07:27","      0","      0"," 234","   0"
"16/05/29","17:11:21","      0","      0","   0"," 241"
"16/05/29","17:14:59","      0","      0","   0"," 242"
"16/05/29","18:04:25","      0","      0"," 234","   0"
"16/05/29","18:08:11","      0","      0"," 237","   0"
"16/05/29","18:24:18","      0","      0","   0"," 240"
"16/05/29","18:27:56","      0","      0","   0"," 236"
"16/05/29","19:04:14","      0","      0"," 240","   0"
"16/05/29","19:08:25","      0","      0"," 235","   0"
"16/05/29","19:23:45","      0","      0","   0"," 240"
"16/05/29","19:28:00","      0","      0","   0"," 241"
"16/05/29","20:04:17","      0","      0"," 237","   0"
"16/05/29","20:08:32","      0","      0"," 236","   0"
"16/05/29","20:24:13","      0","      0","   0"," 239"
"16/05/29","20:28:18","      0","      0","   0"," 239"
"16/05/29","21:03:58","      0","      0"," 236","   0"
"16/05/29","21:08:08","      0","      0"," 236","   0"
"16/05/29","21:24:16","      0","      0","   0"," 239"
"16/05/29","21:28:01","      0","      0","   0"," 240"
"16/05/29","22:04:11","      0","      0"," 236","   0"
