"Date","Time","Annahme => Fermenter 1","Annahme => Fermenter 2","Feststoffe=> Fermenter 1","Feststoffe=> Fermenter 2"
"15/10/05","00:01:31","      0","      0"," 173","   0"
"15/10/05","00:04:55","      0","      0"," 173","   0"
"15/10/05","00:24:11","      0","      0","   0"," 203"
"15/10/05","00:28:02","      0","      0","   0"," 204"
"15/10/05","01:03:47","      0","      0"," 172","   0"
"15/10/05","01:07:27","      0","      0"," 170","   0"
"15/10/05","01:22:15","      0","      0","   0"," 119"
"15/10/05","01:26:58","      0","      0","   0"," 198"
"15/10/05","02:03:58","      0","      0"," 171","   0"
"15/10/05","02:07:52","      0","      0"," 170","   0"
"15/10/05","02:24:22","      0","      0","   0"," 199"
"15/10/05","02:28:36","      0","      0","   0"," 201"
"15/10/05","03:03:43","      0","      0"," 169","   0"
"15/10/05","03:07:40","      0","      0"," 171","   0"
"15/10/05","03:24:25","      0","      0","   0"," 200"
"15/10/05","03:28:37","      0","      0","   0"," 200"
"15/10/05","04:03:54","      0","      0"," 170","   0"
"15/10/05","04:07:36","      0","      0"," 171","   0"
"15/10/05","04:22:34","      0","      0","   0"," 130"
"15/10/05","04:27:21","      0","      0","   0"," 200"
"15/10/05","05:03:43","      0","      0"," 168","   0"
"15/10/05","05:07:41","      0","      0"," 171","   0"
"15/10/05","05:24:05","      0","      0","   0"," 201"
"15/10/05","05:28:19","      0","      0","   0"," 202"
"15/10/05","06:03:31","      0","      0"," 172","   0"
"15/10/05","06:07:09","      0","      0"," 170","   0"
"15/10/05","06:21:52","      0","      0","   0","  75"
"15/10/05","06:26:09","      0","      0","   0"," 199"
"15/10/05","07:04:00","      0","      0"," 170","   0"
"15/10/05","07:07:31","      0","      0"," 173","   0"
"15/10/05","07:22:01","      0","      0","   0","  96"
"15/10/05","07:26:36","      0","      0","   0"," 199"
"15/10/05","07:56:39","   1595","      0","   0","   0"
"15/10/05","07:59:09","      0","   1585","   0","   0"
"15/10/05","08:03:54","      0","      0"," 171","   0"
"15/10/05","08:07:29","      0","      0"," 171","   0"
"15/10/05","08:23:57","      0","      0","   0"," 205"
"15/10/05","08:27:49","      0","      0","   0"," 202"
"15/10/05","09:03:38","      0","      0"," 173","   0"
"15/10/05","09:07:03","      0","      0"," 172","   0"
"15/10/05","09:22:18","      0","      0","   0"," 128"
"15/10/05","09:26:49","      0","      0","   0"," 201"
"15/10/05","09:56:35","   1595","      0","   0","   0"
"15/10/05","09:59:04","      0","   1585","   0","   0"
"15/10/05","10:03:37","      0","      0"," 172","   0"
"15/10/05","10:07:10","      0","      0"," 171","   0"
"15/10/05","10:24:15","      0","      0","   0"," 203"
"15/10/05","10:28:07","      0","      0","   0"," 206"
"15/10/05","11:03:35","      0","      0"," 172","   0"
"15/10/05","11:07:08","      0","      0"," 172","   0"
"15/10/05","11:21:50","      0","      0","   0","  89"
"15/10/05","11:26:06","      0","      0","   0"," 204"
"15/10/05","11:56:34","   1595","      0","   0","   0"
"15/10/05","11:59:04","      0","   1585","   0","   0"
"15/10/05","12:03:30","      0","      0"," 173","   0"
"15/10/05","12:06:59","      0","      0"," 176","   0"
"15/10/05","12:23:47","      0","      0","   0"," 203"
"15/10/05","12:27:53","      0","      0","   0"," 203"
"15/10/05","13:03:28","      0","      0"," 174","   0"
"15/10/05","13:06:55","      0","      0"," 175","   0"
"15/10/05","13:24:07","      0","      0","   0"," 203"
"15/10/05","13:27:55","      0","      0","   0"," 204"
"15/10/05","14:03:28","      0","      0"," 174","   0"
"15/10/05","14:06:55","      0","      0"," 173","   0"
"15/10/05","14:23:57","      0","      0","   0"," 204"
"15/10/05","14:27:41","      0","      0","   0"," 206"
"15/10/05","15:03:36","      0","      0"," 174","   0"
"15/10/05","15:06:59","      0","      0"," 174","   0"
"15/10/05","15:23:48","      0","      0","   0"," 203"
"15/10/05","15:27:55","      0","      0","   0"," 201"
"15/10/05","15:56:35","   1595","      0","   0","   0"
"15/10/05","15:59:05","      0","   1585","   0","   0"
"15/10/05","16:03:32","      0","      0"," 172","   0"
"15/10/05","16:06:50","      0","      0"," 173","   0"
"15/10/05","16:24:01","      0","      0","   0"," 204"
"15/10/05","16:28:06","      0","      0","   0"," 201"
"15/10/05","17:03:32","      0","      0"," 175","   0"
"15/10/05","17:06:48","      0","      0"," 173","   0"
"15/10/05","17:24:10","      0","      0","   0"," 204"
"15/10/05","17:28:16","      0","      0","   0"," 202"
"15/10/05","18:03:50","      0","      0"," 175","   0"
"15/10/05","18:07:25","      0","      0"," 175","   0"
"15/10/05","18:23:46","      0","      0","   0"," 205"
"15/10/05","18:27:59","      0","      0","   0"," 206"
"15/10/05","19:04:01","      0","      0"," 174","   0"
"15/10/05","19:07:55","      0","      0"," 174","   0"
"15/10/05","19:24:34","      0","      0","   0"," 204"
"15/10/05","19:28:49","      0","      0","   0"," 202"
"15/10/05","20:04:08","      0","      0"," 167","   0"
"15/10/05","20:08:14","      0","      0"," 166","   0"
"15/10/05","20:22:10","      0","      0","   0"," 117"
"15/10/05","20:27:10","      0","      0","   0"," 196"
"15/10/05","21:04:10","      0","      0"," 169","   0"
"15/10/05","21:08:28","      0","      0"," 165","   0"
"15/10/05","21:24:41","      0","      0","   0"," 196"
"15/10/05","21:29:13","      0","      0","   0"," 198"
"15/10/05","22:03:54","      0","      0"," 165","   0"
"15/10/05","22:07:58","      0","      0"," 165","   0"
"15/10/05","22:21:34","      0","      0","   0","  63"
"15/10/05","22:26:12","      0","      0","   0"," 197"
"15/10/05","23:03:53","      0","      0"," 167","   0"
"15/10/05","23:07:44","      0","      0"," 167","   0"
"15/10/05","23:24:22","      0","      0","   0"," 193"
"15/10/05","23:28:51","      0","      0","   0"," 196"
