"Date","Time","Annahme => Fermenter 1","Annahme => Fermenter 2","Feststoffe=> Fermenter 1","Feststoffe=> Fermenter 2"
"17/11/13","00:03:17","      0","      0"," 202","   0"
"17/11/13","00:08:55","      0","      0"," 202","   0"
"17/11/13","00:25:31","      0","      0","   0"," 202"
"17/11/13","00:30:40","      0","      0","   0"," 202"
"17/11/13","01:05:43","      0","      0"," 202","   0"
"17/11/13","01:11:08","      0","      0"," 201","   0"
"17/11/13","01:25:16","      0","      0","   0"," 201"
"17/11/13","01:30:37","      0","      0","   0"," 202"
"17/11/13","02:04:53","      0","      0"," 202","   0"
"17/11/13","02:10:22","      0","      0"," 202","   0"
"17/11/13","02:24:56","      0","      0","   0"," 202"
"17/11/13","02:30:24","      0","      0","   0"," 204"
"17/11/13","03:05:12","      0","      0"," 203","   0"
"17/11/13","03:10:34","      0","      0"," 203","   0"
"17/11/13","03:25:20","      0","      0","   0"," 205"
"17/11/13","03:30:16","      0","      0","   0"," 205"
"17/11/13","04:05:18","      0","      0"," 203","   0"
"17/11/13","04:10:21","      0","      0"," 202","   0"
"17/11/13","04:25:13","      0","      0","   0"," 201"
"17/11/13","04:30:15","      0","      0","   0"," 203"
"17/11/13","05:05:05","      0","      0"," 204","   0"
"17/11/13","05:10:02","      0","      0"," 203","   0"
"17/11/13","05:24:53","      0","      0","   0"," 201"
"17/11/13","05:29:52","      0","      0","   0"," 205"
"17/11/13","06:05:01","      0","      0"," 200","   0"
"17/11/13","06:09:49","      0","      0"," 205","   0"
"17/11/13","06:24:56","      0","      0","   0"," 201"
"17/11/13","06:29:39","      0","      0","   0"," 202"
"17/11/13","07:04:41","      0","      0"," 201","   0"
"17/11/13","07:09:14","      0","      0"," 204","   0"
"17/11/13","07:24:30","      0","      0","   0"," 203"
"17/11/13","07:29:10","      0","      0","   0"," 201"
"17/11/13","07:56:42","   1275","      0","   0","   0"
"17/11/13","07:59:21","      0","   1270","   0","   0"
"17/11/13","08:04:27","      0","      0"," 204","   0"
"17/11/13","08:08:54","      0","      0"," 203","   0"
"17/11/13","08:24:47","      0","      0","   0"," 203"
"17/11/13","08:29:14","      0","      0","   0"," 201"
"17/11/13","09:04:36","      0","      0"," 203","   0"
"17/11/13","09:08:51","      0","      0"," 202","   0"
"17/11/13","09:24:30","      0","      0","   0"," 204"
"17/11/13","09:28:44","      0","      0","   0"," 203"
"17/11/13","09:56:40","   1275","      0","   0","   0"
"17/11/13","09:59:20","      0","   1270","   0","   0"
"17/11/13","10:04:44","      0","      0"," 202","   0"
"17/11/13","10:09:09","      0","      0"," 203","   0"
"17/11/13","10:24:32","      0","      0","   0"," 204"
"17/11/13","10:29:03","      0","      0","   0"," 201"
"17/11/13","11:04:19","      0","      0"," 203","   0"
"17/11/13","11:08:46","      0","      0"," 203","   0"
"17/11/13","11:24:25","      0","      0","   0"," 201"
"17/11/13","11:28:54","      0","      0","   0"," 204"
"17/11/13","11:56:39","   1275","      0","   0","   0"
"17/11/13","11:59:19","      0","   1270","   0","   0"
"17/11/13","12:04:20","      0","      0"," 201","   0"
"17/11/13","12:08:40","      0","      0"," 202","   0"
"17/11/13","12:24:18","      0","      0","   0"," 203"
"17/11/13","12:28:36","      0","      0","   0"," 203"
"17/11/13","13:04:14","      0","      0"," 202","   0"
"17/11/13","13:08:39","      0","      0"," 200","   0"
"17/11/13","13:24:16","      0","      0","   0"," 201"
"17/11/13","13:28:39","      0","      0","   0"," 203"
