"Date","Time","Annahme => Fermenter 1","Annahme => Fermenter 2","Feststoffe=> Fermenter 1","Feststoffe=> Fermenter 2"
"15/10/13","00:01:37","      0","      0"," 185","   0"
"15/10/13","00:05:05","      0","      0"," 185","   0"
"15/10/13","00:24:07","      0","      0","   0"," 214"
"15/10/13","00:28:21","      0","      0","   0"," 212"
"15/10/13","01:03:56","      0","      0"," 182","   0"
"15/10/13","01:07:37","      0","      0"," 181","   0"
"15/10/13","01:24:06","      0","      0","   0"," 212"
"15/10/13","01:28:04","      0","      0","   0"," 211"
"15/10/13","02:03:42","      0","      0"," 183","   0"
"15/10/13","02:07:20","      0","      0"," 183","   0"
"15/10/13","02:24:09","      0","      0","   0"," 213"
"15/10/13","02:28:12","      0","      0","   0"," 213"
"15/10/13","03:03:39","      0","      0"," 183","   0"
"15/10/13","03:07:12","      0","      0"," 180","   0"
"15/10/13","03:24:04","      0","      0","   0"," 212"
"15/10/13","03:27:59","      0","      0","   0"," 213"
"15/10/13","04:03:42","      0","      0"," 184","   0"
"15/10/13","04:07:23","      0","      0"," 184","   0"
"15/10/13","04:24:11","      0","      0","   0"," 214"
"15/10/13","04:27:56","      0","      0","   0"," 213"
"15/10/13","05:03:46","      0","      0"," 183","   0"
"15/10/13","05:07:06","      0","      0"," 182","   0"
"15/10/13","05:24:15","      0","      0","   0"," 213"
"15/10/13","05:28:07","      0","      0","   0"," 212"
"15/10/13","06:03:47","      0","      0"," 184","   0"
"15/10/13","06:07:22","      0","      0"," 186","   0"
"15/10/13","06:21:41","      0","      0","   0","  80"
"15/10/13","06:25:48","      0","      0","   0"," 214"
"15/10/13","07:03:56","      0","      0"," 183","   0"
"15/10/13","07:07:24","      0","      0"," 181","   0"
"15/10/13","07:24:21","      0","      0","   0"," 210"
"15/10/13","07:28:17","      0","      0","   0"," 216"
"15/10/13","07:56:30","   1595","      0","   0","   0"
"15/10/13","07:59:00","      0","   1585","   0","   0"
"15/10/13","08:03:25","      0","      0"," 185","   0"
"15/10/13","08:07:12","      0","      0"," 184","   0"
"15/10/13","08:24:04","      0","      0","   0"," 213"
"15/10/13","08:27:53","      0","      0","   0"," 214"
"15/10/13","09:03:48","      0","      0"," 184","   0"
"15/10/13","09:07:18","      0","      0"," 184","   0"
"15/10/13","09:24:00","      0","      0","   0"," 213"
"15/10/13","09:28:19","      0","      0","   0"," 213"
"15/10/13","09:56:31","   1595","      0","   0","   0"
"15/10/13","09:59:00","      0","   1585","   0","   0"
"15/10/13","10:03:42","      0","      0"," 185","   0"
"15/10/13","10:07:16","      0","      0"," 185","   0"
"15/10/13","10:24:20","      0","      0","   0"," 215"
"15/10/13","10:28:16","      0","      0","   0"," 214"
"15/10/13","11:03:26","      0","      0"," 184","   0"
"15/10/13","11:07:11","      0","      0"," 183","   0"
"15/10/13","11:22:06","      0","      0","   0"," 122"
"15/10/13","11:26:28","      0","      0","   0"," 213"
"15/10/13","11:56:30","   1595","      0","   0","   0"
"15/10/13","11:59:00","      0","   1585","   0","   0"
"15/10/13","12:03:56","      0","      0"," 182","   0"
"15/10/13","12:07:30","      0","      0"," 183","   0"
"15/10/13","12:23:52","      0","      0","   0"," 215"
"15/10/13","12:27:50","      0","      0","   0"," 216"
"15/10/13","13:03:53","      0","      0"," 183","   0"
"15/10/13","13:07:26","      0","      0"," 184","   0"
"15/10/13","13:24:03","      0","      0","   0"," 212"
"15/10/13","13:27:49","      0","      0","   0"," 212"
"15/10/13","14:03:50","      0","      0"," 186","   0"
"15/10/13","14:07:33","      0","      0"," 184","   0"
"15/10/13","14:22:00","      0","      0","   0"," 112"
"15/10/13","14:26:18","      0","      0","   0"," 213"
"15/10/13","15:03:49","      0","      0"," 184","   0"
"15/10/13","15:07:42","      0","      0"," 181","   0"
"15/10/13","15:22:01","      0","      0","   0"," 114"
"15/10/13","15:26:29","      0","      0","   0"," 214"
"15/10/13","15:56:30","   1595","      0","   0","   0"
"15/10/13","15:59:00","      0","   1585","   0","   0"
"15/10/13","16:03:49","      0","      0"," 186","   0"
"15/10/13","16:07:34","      0","      0"," 183","   0"
"15/10/13","16:21:57","      0","      0","   0"," 110"
"15/10/13","16:26:39","      0","      0","   0"," 214"
"15/10/13","17:03:26","      0","      0"," 184","   0"
"15/10/13","17:07:07","      0","      0"," 185","   0"
"15/10/13","17:24:16","      0","      0","   0"," 212"
"15/10/13","17:28:31","      0","      0","   0"," 215"
"15/10/13","18:03:40","      0","      0"," 185","   0"
"15/10/13","18:07:50","      0","      0"," 184","   0"
"15/10/13","18:21:53","      0","      0","   0","  86"
"15/10/13","18:26:55","      0","      0","   0"," 211"
"15/10/13","19:04:26","      0","      0"," 169","   0"
"15/10/13","19:08:49","      0","      0"," 169","   0"
"15/10/13","19:22:28","      0","      0","   0"," 106"
"15/10/13","19:27:11","      0","      0","   0"," 200"
"15/10/13","20:04:06","      0","      0"," 171","   0"
"15/10/13","20:08:09","      0","      0"," 165","   0"
"15/10/13","20:24:47","      0","      0","   0"," 200"
"15/10/13","20:29:38","      0","      0","   0"," 201"
"15/10/13","21:04:01","      0","      0"," 167","   0"
"15/10/13","21:08:21","      0","      0"," 169","   0"
"15/10/13","21:22:07","      0","      0","   0","  98"
"15/10/13","21:26:49","      0","      0","   0"," 202"
"15/10/13","22:04:21","      0","      0"," 170","   0"
"15/10/13","22:08:19","      0","      0"," 169","   0"
"15/10/13","22:24:58","      0","      0","   0"," 197"
"15/10/13","22:29:56","      0","      0","   0"," 197"
"15/10/13","23:04:18","      0","      0"," 170","   0"
"15/10/13","23:08:37","      0","      0"," 172","   0"
"15/10/13","23:22:24","      0","      0","   0"," 119"
"15/10/13","23:27:10","      0","      0","   0"," 201"
