"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/07/05","00:00:00","  93","  99"," 100"," 100","  74","  48","  0.2","   3","  509","    0"," 43.7"," 43.0"," 41.5","102.9"
"15/07/05","01:00:00","  93","  99"," 100"," 100","  74","  48","  0.2","   3","  511","    0"," 43.6"," 43.0"," 41.4","102.9"
"15/07/05","02:00:00","  93","  99"," 100"," 100","  73","  48","  0.2","   3","  509","    0"," 43.6"," 43.0"," 41.4","102.9"
"15/07/05","03:00:00","  92","  99"," 100"," 100","  71","  48","  0.2","   3","  511","    0"," 43.6"," 43.0"," 41.4","102.9"
"15/07/05","04:00:00","  92","  99"," 100"," 100","  71","  48","  0.2","   3","  510","    0"," 43.6"," 43.0"," 41.4","102.9"
"15/07/05","05:00:00","  92","  99"," 100"," 100","  71","  49","  0.1","   0","  510","    0"," 43.6"," 43.0"," 41.4","102.9"
"15/07/05","06:00:00","  92","  99"," 100"," 100","  71","  49","  0.1","   0","  511","    0"," 43.6"," 43.0"," 41.4","102.9"
"15/07/05","07:00:00","  92","  99"," 100"," 100","  71","  49","  0.1","   0","  509","    0"," 43.5"," 43.0"," 41.4","102.9"
"15/07/05","08:00:00","  92","  99"," 100"," 100","  71","  49","  0.1","   0","  511","    0"," 43.6"," 43.0"," 41.4","102.9"
"15/07/05","09:00:00","  92","  99"," 100"," 100","  71","  49","  0.1","   0","  511","    0"," 43.6"," 43.0"," 41.3","102.9"
"15/07/05","10:00:00","  92","  99"," 100"," 100","  71","  49","  0.1","   0","  510","    0"," 43.8"," 43.0"," 41.4","102.9"
"15/07/05","11:00:00","  93","  99"," 100"," 100","  75","  49","  0.1","   0","  508","    0"," 43.7"," 43.0"," 41.4","102.9"
"15/07/05","12:00:00","  95","  99"," 100"," 100","  84","  49","  0.1","   0","  509","    0"," 43.8"," 43.0"," 41.4","102.9"
"15/07/05","13:00:00","  99","  99"," 100"," 100","  99","  48","  0.1","   0","  510","    0"," 43.6"," 43.1"," 41.4","102.9"
"15/07/05","14:00:00","  98","  99"," 100"," 100","  94","  48","  0.1","   0","  509","    0"," 43.7"," 42.9"," 41.4","102.9"
"15/07/05","15:00:00","  97","  99"," 100"," 100","  91","  48","  0.1","   0","  509","    0"," 43.6"," 43.0"," 41.4","102.9"
"15/07/05","16:00:00","  97","  99"," 100"," 100","  91","  48","  0.1","   0","  510","    0"," 43.8"," 43.1"," 41.4","102.9"
"15/07/05","17:00:00","  97","  99"," 100"," 100","  90","  48","  0.1","   0","  511","    0"," 43.7"," 43.1"," 41.4","102.9"
"15/07/05","18:00:00","  96","  99"," 100"," 100","  88","  48","  0.1","   0","  509","    0"," 43.7"," 43.1"," 41.4","102.9"
"15/07/05","19:00:00","  96","  99"," 100"," 100","  87","  48","  0.1","   0","  511","    0"," 43.7"," 43.1"," 41.4","102.9"
"15/07/05","20:00:00","  96","  99"," 100"," 100","  87","  48","  0.1","   0","  509","    0"," 43.6"," 43.1"," 41.4","102.9"
"15/07/05","21:00:00","  96","  99"," 100"," 100","  87","  49","  0.1","   3","  510","    0"," 43.4"," 43.0"," 41.4","102.9"
"15/07/05","22:00:00","  96","  99"," 100"," 100","  86","  49","  0.1","   3","  509","    0"," 43.7"," 42.9"," 41.4","102.9"
"15/07/05","23:00:00","  96","  99"," 100"," 100","  86","  49","  0.1","   3","  512","    0"," 43.8"," 43.0"," 41.4","102.9"
