"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/06/29","00:00:00","  54","  24","  94","  99","   0","  49","  0.3","   2","  509","    0"," 41.8"," 41.6"," 40.9","102.9"
"15/06/29","01:00:00","  52","  13","  95"," 100","   0","  49","  0.3","   2","  509","    0"," 42.1"," 41.9"," 40.9","102.9"
"15/06/29","02:00:00","  52","  17","  94"," 100","   0","  49","  0.3","   2","  509","    0"," 42.0"," 41.6"," 40.9","102.9"
"15/06/29","03:00:00","  52","  21","  88"," 100","   0","  49","  0.3","   2","  511","    0"," 42.1"," 41.5"," 40.9","102.9"
"15/06/29","04:00:00","  54","  21","  95"," 100","   0","  49","  0.3","   2","  512","    0"," 42.2"," 41.6"," 40.9","102.9"
"15/06/29","05:00:00","  54","  23","  95"," 100","   0","  49","  0.2","   0","  510","    0"," 42.0"," 41.7"," 40.9","102.9"
"15/06/29","06:00:00","  52","  24","  86"," 100","   0","  49","  0.2","   0","  506","    0"," 41.9"," 41.6"," 40.9","102.9"
"15/06/29","07:00:00","  53","  30","  85","  99","   0","  49","  0.2","   0","  509","    0"," 42.2"," 41.5"," 40.8","102.9"
"15/06/29","08:00:00","  57","  42","  91","  98","   0","  49","  0.2","   0","  510","    0"," 42.3"," 41.5"," 40.8","102.9"
"15/06/29","09:00:00","  62","  54","  97","  98","   0","  49","  0.2","   0","  512","    0"," 42.3"," 41.5"," 40.8","102.9"
"15/06/29","10:00:00","  68","  73"," 100"," 100","   0","  49","  0.2","   0","  509","    0"," 42.2"," 41.6"," 40.9","102.9"
"15/06/29","11:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   0","  509","    0"," 42.1"," 41.6"," 40.8","102.9"
"15/06/29","12:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   0","  508","    0"," 42.1"," 42.0"," 40.8","102.9"
"15/06/29","13:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   0","  509","    0"," 42.1"," 41.8"," 40.9","102.9"
"15/06/29","14:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   0","  510","    0"," 42.1"," 41.7"," 40.9","102.9"
"15/06/29","15:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   0","  511","    0"," 42.1"," 41.8"," 40.9","102.9"
"15/06/29","16:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   0","  510","    0"," 41.9"," 41.7"," 40.9","102.9"
"15/06/29","17:00:00","  74","  99","  98"," 100","   0","  49","  0.2","   0","  514","    0"," 42.2"," 41.8"," 40.9","102.9"
"15/06/29","18:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   0","  510","    0"," 42.2"," 41.7"," 40.9","102.9"
"15/06/29","19:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   0","  510","    0"," 42.2"," 41.7"," 40.9","102.9"
"15/06/29","20:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   0","  510","    0"," 42.2"," 41.7"," 40.9","102.9"
"15/06/29","21:00:00","  74","  99","  99"," 100","   0","  49","  0.2","   0","  510","    0"," 42.2"," 41.7"," 40.9","102.9"
"15/06/29","22:00:00","  74","  99","  99"," 100","   0","  49","  0.2","   0","  511","    0"," 42.3"," 41.8"," 40.9","102.9"
"15/06/29","23:00:00","  73","  94","  99"," 100","   0","  49","  0.2","   0","  509","    0"," 42.2"," 41.8"," 40.9","102.9"
