"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/07/02","00:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  507","    0"," 42.8"," 42.2"," 41.2","102.9"
"15/07/02","01:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  509","    0"," 42.8"," 42.2"," 41.2","102.9"
"15/07/02","02:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  510","    0"," 42.8"," 42.2"," 41.2","102.9"
"15/07/02","03:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  509","    0"," 42.7"," 42.2"," 41.2","102.9"
"15/07/02","04:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  509","    0"," 42.7"," 42.2"," 41.2","102.9"
"15/07/02","05:00:00","  74","  97"," 100"," 100","   0","  49","  0.2","   2","  510","    0"," 42.7"," 42.2"," 41.2","102.9"
"15/07/02","06:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   2","  511","    0"," 42.8"," 42.2"," 41.2","102.9"
"15/07/02","07:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   2","  510","    0"," 42.7"," 42.2"," 41.2","102.9"
"15/07/02","08:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   2","  511","    0"," 42.6"," 42.2"," 41.2","102.9"
"15/07/02","09:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   2","  508","    0"," 42.8"," 42.2"," 41.2","102.9"
"15/07/02","10:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   2","  509","    0"," 42.8"," 42.2"," 41.2","102.9"
"15/07/02","11:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   2","  509","    0"," 42.8"," 42.3"," 41.2","102.9"
"15/07/02","12:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   2","  510","    0"," 42.8"," 42.3"," 41.2","102.9"
"15/07/02","13:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  508","    0"," 42.8"," 42.2"," 41.2","102.9"
"15/07/02","14:00:00","  75","  99"," 100"," 100","   4","  48","  0.2","   0","  508","    0"," 42.8"," 42.2"," 41.2","102.9"
"15/07/02","15:00:00","  78","  99"," 100"," 100","  15","  48","  0.2","   0","  509","    0"," 42.9"," 42.3"," 41.2","102.9"
"15/07/02","16:00:00","  79","  99"," 100"," 100","  17","  48","  0.2","   0","  509","    0"," 42.9"," 42.3"," 41.2","102.9"
"15/07/02","17:00:00","  79","  99"," 100"," 100","  18","  48","  0.2","   0","  507","    0"," 42.9"," 42.4"," 41.3","102.9"
"15/07/02","18:00:00","  79","  99"," 100"," 100","  18","  48","  0.2","   0","  509","    0"," 42.9"," 42.3"," 41.3","102.9"
"15/07/02","19:00:00","  79","  99"," 100"," 100","  18","  48","  0.2","   0","  508","    0"," 42.9"," 42.3"," 41.3","102.9"
"15/07/02","20:00:00","  79","  99"," 100"," 100","  19","  48","  0.2","   0","  509","    0"," 43.0"," 42.3"," 41.3","102.9"
"15/07/02","21:00:00","  79","  99"," 100"," 100","  19","  48","  0.2","   2","  510","    0"," 43.0"," 42.4"," 41.3","102.9"
"15/07/02","22:00:00","  79","  99"," 100"," 100","  19","  48","  0.2","   2","  508","    0"," 43.0"," 42.4"," 41.4","102.9"
"15/07/02","23:00:00","  79","  99"," 100"," 100","  19","  48","  0.2","   2","  509","    0"," 42.9"," 42.4"," 41.3","102.9"
