"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"12/09/18","00:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","01:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","02:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","03:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","04:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","05:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","06:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","07:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","08:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","09:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","10:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","11:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","12:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","13:00:00","****","****","****","****","****","****","****","****","*****","*****","****","****","****","****"
"12/09/18","14:00:00","  99","  99","  99"," 100","  99","  51","  0.0","   1","    2","    0"," 38.8"," 38.4"," 38.1","102.9"
"12/09/18","15:00:00","  99","  99","  99"," 100","  99","  51","  0.0","   2","    2","    0"," 38.9"," 38.3"," 38.0","102.9"
"12/09/18","16:00:00","  99","  99","  99"," 100","  99","  51","  0.0","   2","    2","    0"," 38.8"," 38.3"," 38.1","102.9"
"12/09/18","17:00:00","  99","  99","  99"," 100","  99","  51","  0.0","   2","    2","    0"," 38.9"," 38.3"," 38.1","102.9"
"12/09/18","18:00:00","  99","  99","  99"," 100","  99","  51","  0.0","   2","    2","    0"," 38.7"," 38.3"," 38.0","102.9"
"12/09/18","19:00:00","  99","  99","  98"," 100","  99","  51","  0.0","   2","    2","    0"," 38.6"," 38.3"," 38.0","102.9"
"12/09/18","20:00:00","  99","  99","  98"," 100","  99","  51","  0.0","   2","    2","    0"," 38.8"," 38.2"," 38.0","102.9"
"12/09/18","21:00:00","  99","  99","  98"," 100","  99","  51","  0.0","   0","    2","    0"," 38.8"," 38.2"," 38.0","102.9"
"12/09/18","22:00:00","  98","  99","  97"," 100","  99","  51","  0.0","   0","    2","    0"," 38.7"," 38.1"," 38.0","102.9"
"12/09/18","23:00:00","  99","  99","  98"," 100","  99","  51","  0.0","   0","    2","    0"," 38.5"," 38.1"," 38.0","102.9"
