"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/07/06","00:00:00","  96","  99"," 100"," 100","  85","  49","  0.1","   3","  510","    0"," 43.6"," 43.1"," 41.4","102.9"
"15/07/06","01:00:00","  96","  99"," 100"," 100","  85","  49","  0.1","   3","  509","    0"," 43.9"," 43.1"," 41.4","102.9"
"15/07/06","02:00:00","  96","  99"," 100"," 100","  85","  49","  0.1","   3","  507","    0"," 43.8"," 43.0"," 41.4","102.9"
"15/07/06","03:00:00","  96","  99"," 100"," 100","  85","  49","  0.1","   3","  510","    0"," 43.7"," 43.1"," 41.3","102.9"
"15/07/06","04:00:00","  95","  99"," 100"," 100","  84","  49","  0.1","   3","  508","    0"," 43.8"," 43.0"," 41.3","102.9"
"15/07/06","05:00:00","  95","  99"," 100"," 100","  84","  49","  0.1","   0","  509","    0"," 43.8"," 43.1"," 41.3","102.9"
"15/07/06","06:00:00","  95","  99"," 100"," 100","  84","  49","  0.1","   0","  509","    0"," 44.1"," 43.1"," 41.3","102.9"
"15/07/06","07:00:00","  95","  99"," 100"," 100","  84","  49","  0.1","   0","  511","    0"," 44.3"," 43.0"," 41.3","102.9"
"15/07/06","08:00:00","  96","  99"," 100"," 100","  87","  49","  0.1","   0","  509","    0"," 43.6"," 43.1"," 41.2","102.9"
"15/07/06","09:00:00","  98","  99"," 100"," 100","  93","  49","  0.1","   0","  509","    0"," 43.7"," 43.1"," 41.2","102.9"
"15/07/06","10:00:00","  99","  99"," 100"," 100","  99","  49","  0.1","   0","  510","    0"," 43.6"," 43.0"," 41.3","102.9"
"15/07/06","11:00:00","  99","  99"," 100"," 100","  99","  49","  0.1","   0","  512","    0"," 43.7"," 43.1"," 41.2","102.9"
"15/07/06","12:00:00","  99","  99"," 100"," 100","  99","  49","  0.1","   0","  509","    0"," 43.7"," 43.1"," 41.2","102.9"
"15/07/06","13:00:00","  99","  99"," 100"," 100","  99","  49","  0.1","   0","  510","    0"," 43.6"," 43.2"," 41.2","102.9"
"15/07/06","14:00:00","  99","  99"," 100"," 100","  99","  49","  0.1","   0","  508","    0"," 43.8"," 43.1"," 41.2","102.9"
"15/07/06","15:00:00","  99","  99"," 100"," 100","  99","  49","  0.1","   0","  510","    0"," 43.8"," 43.2"," 41.3","102.9"
"15/07/06","16:00:00","  99","  99"," 100"," 100","  99","  49","  0.1","   0","  509","    0"," 43.8"," 43.3"," 41.3","102.9"
"15/07/06","17:00:00","  99","  99"," 100"," 100","  99","  49","  0.1","   0","  512","    0"," 43.6"," 43.2"," 41.3","102.9"
"15/07/06","18:00:00","  99","  99"," 100"," 100","  99","  49","  0.1","   0","  509","    0"," 43.8"," 43.3"," 41.3","102.9"
"15/07/06","19:00:00","  99","  99"," 100"," 100","  99","  49","  0.1","   0","  510","    0"," 43.8"," 43.3"," 41.3","102.9"
"15/07/06","20:00:00","  99","  99"," 100"," 100","  99","  49","  0.1","   0","  511","    0"," 43.7"," 43.3"," 41.3","102.9"
"15/07/06","21:00:00","  99","  99"," 100"," 100","  99","  49","  0.2","   0","  510","    0"," 44.1"," 43.3"," 41.3","102.9"
"15/07/06","22:00:00","  99","  99"," 100"," 100","  99","  49","  0.2","   0","  510","    0"," 43.8"," 43.3"," 41.3","102.9"
"15/07/06","23:00:00","  99","  99"," 100"," 100","  99","  49","  0.2","   0","  511","    0"," 43.8"," 43.3"," 41.3","102.9"
