"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/07/10","00:00:00","  99","  99"," 100"," 100","  99","  49","  0.3","   0","  511","    0"," 43.9"," 42.9"," 40.8","102.9"
"15/07/10","01:00:00","  99","  99"," 100"," 100","  99","  49","  0.3","   0","  510","    0"," 43.7"," 42.9"," 40.8","102.9"
"15/07/10","02:00:00","  98","  99"," 100"," 100","  96","  49","  0.3","   0","  510","    0"," 44.0"," 43.2"," 40.8","102.9"
"15/07/10","03:00:00","  98","  99"," 100"," 100","  96","  49","  0.3","   0","  512","    0"," 43.8"," 43.1"," 40.8","102.9"
"15/07/10","04:00:00","  99","  99"," 100"," 100","  99","  49","  0.3","   0","  511","    0"," 43.8"," 43.0"," 40.8","102.9"
"15/07/10","05:00:00","  99","  99"," 100"," 100","  98","  50","  0.3","   0","  511","    0"," 43.9"," 43.1"," 40.8","102.9"
"15/07/10","06:00:00","  99","  99"," 100"," 100","  98","  50","  0.3","   0","  510","    0"," 44.1"," 43.2"," 40.8","102.9"
"15/07/10","07:00:00","  99","  98"," 100"," 100","  98","  50","  0.3","   0","  513","    0"," 43.8"," 43.1"," 40.8","102.9"
"15/07/10","08:00:00","  98","  98"," 100"," 100","  97","  50","  0.3","   0","  509","    0"," 43.6"," 43.0"," 40.8","102.9"
"15/07/10","09:00:00","  98","  99"," 100"," 100","  95","  50","  0.3","   0","  512","    0"," 43.9"," 42.9"," 40.8","102.9"
"15/07/10","10:00:00","  98","  99"," 100"," 100","  95","  50","  0.3","   0","  511","    0"," 43.7"," 42.9"," 40.8","102.9"
"15/07/10","11:00:00","  98","  99"," 100"," 100","  94","  50","  0.3","   0","  508","    0"," 43.6"," 43.1"," 40.9","102.9"
"15/07/10","12:00:00","  98","  99"," 100"," 100","  94","  50","  0.3","   0","  508","    0"," 43.8"," 43.0"," 40.8","102.9"
"15/07/10","13:00:00","  98","  99"," 100"," 100","  94","  49","  0.5","   0","  508","    0"," 43.7"," 42.9"," 40.9","102.9"
"15/07/10","14:00:00","  98","  99"," 100"," 100","  94","  49","  0.5","   0","  511","    0"," 43.6"," 43.0"," 40.9","102.9"
"15/07/10","15:00:00","  98","  99"," 100"," 100","  94","  49","  0.5","   0","  511","    0"," 44.0"," 43.1"," 40.9","102.9"
"15/07/10","16:00:00","  98","  99"," 100"," 100","  95","  49","  0.5","   0","  504","    0"," 43.8"," 43.1"," 40.9","102.9"
"15/07/10","17:00:00","  98","  99"," 100"," 100","  95","  49","  0.5","   0","  511","    0"," 43.9"," 43.1"," 41.0","102.9"
"15/07/10","18:00:00","  98","  99"," 100"," 100","  95","  49","  0.5","   0","  510","    0"," 44.0"," 43.1"," 40.9","102.9"
"15/07/10","19:00:00","  98","  99"," 100"," 100","  95","  49","  0.5","   0","  507","    0"," 43.8"," 42.9"," 40.9","102.9"
"15/07/10","20:00:00","  98","  99"," 100"," 100","  95","  49","  0.5","   0","  510","    0"," 43.9"," 43.1"," 41.0","102.9"
"15/07/10","21:00:00","  98","  99"," 100"," 100","  95","  49","  0.4","   0","  511","    0"," 44.0"," 43.3"," 41.1","102.9"
"15/07/10","22:00:00","  97","  96"," 100"," 100","  95","  49","  0.4","   0","  511","    0"," 44.1"," 43.2"," 41.0","102.9"
"15/07/10","23:00:00","  96","  89"," 100"," 100","  95","  49","  0.4","   0","  510","    0"," 43.9"," 43.1"," 41.0","102.9"
