"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/06/16","00:00:00","  90","  66","  98"," 100","  99","  49","  0.3","   0","  511","    0"," 41.3"," 41.1"," 40.4","102.9"
"15/06/16","01:00:00","  99","  99","  98"," 100","  99","  49","  0.3","   0","  508","    0"," 41.4"," 41.1"," 40.4","102.9"
"15/06/16","02:00:00","  99","  99","  98"," 100","  99","  49","  0.3","   0","  507","    0"," 41.3"," 41.5"," 40.4","102.9"
"15/06/16","03:00:00","  98","  99","  98"," 100","  97","  49","  0.3","   0","  507","    0"," 41.5"," 41.5"," 40.5","102.9"
"15/06/16","04:00:00","  97","  99","  98"," 100","  93","  49","  0.3","   0","  507","    0"," 41.8"," 41.3"," 40.5","102.9"
"15/06/16","05:00:00","  97","  99","  98"," 100","  92","  49","  0.3","   0","  510","    0"," 41.7"," 41.5"," 40.5","102.9"
"15/06/16","06:00:00","  97","  99","  98"," 100","  92","  49","  0.3","   0","  512","    0"," 41.3"," 41.3"," 40.5","102.9"
"15/06/16","07:00:00","  97","  99","  98"," 100","  92","  49","  0.3","   0","  510","    0"," 41.3"," 41.6"," 40.5","102.9"
"15/06/16","08:00:00","  97","  99","  98"," 100","  92","  49","  0.3","   0","  508","    0"," 41.1"," 41.2"," 40.5","102.9"
"15/06/16","09:00:00","  97","  99","  99"," 100","  92","  49","  0.3","   0","  512","    0"," 41.3"," 41.3"," 40.6","102.9"
"15/06/16","10:00:00","  96","  94","  99"," 100","  92","  49","  0.3","   0","  510","    0"," 41.5"," 41.1"," 40.6","102.9"
"15/06/16","11:00:00","  97","  99","  98"," 100","  92","  49","  0.3","   0","  511","    0"," 41.6"," 41.7"," 40.6","102.9"
"15/06/16","12:00:00","  96","  97","  97"," 100","  92","  49","  0.3","   0","  508","    0"," 41.2"," 41.4"," 40.6","102.9"
"15/06/16","13:00:00","  97","  99"," 100"," 100","  92","  50","  0.3","   2","  508","    0"," 41.0"," 41.1"," 40.7","102.9"
"15/06/16","14:00:00","  94","  99"," 100"," 100","  80","  50","  0.3","   2","  506","    0"," 41.5"," 41.7"," 40.7","102.9"
"15/06/16","15:00:00","  95","  99"," 100"," 100","  82","  50","  0.3","   2","  512","    0"," 41.3"," 41.4"," 40.7","102.9"
"15/06/16","16:00:00","  95","  99"," 100"," 100","  82","  50","  0.3","   2","  506","    0"," 41.3"," 41.6"," 40.8","102.9"
"15/06/16","17:00:00","  95","  99"," 100"," 100","  82","  50","  0.3","   2","  503","    0"," 41.1"," 41.2"," 40.8","102.9"
"15/06/16","18:00:00","  95","  99"," 100"," 100","  82","  50","  0.3","   2","  507","    0"," 41.5"," 41.2"," 40.8","102.9"
"15/06/16","19:00:00","  94","  99","  96"," 100","  82","  50","  0.3","   2","  504","    0"," 41.3"," 41.3"," 40.9","102.9"
"15/06/16","20:00:00","  94","  99","  97"," 100","  82","  50","  0.3","   2","  510","    0"," 41.6"," 41.5"," 40.9","102.9"
"15/06/16","21:00:00","  93","  97","  96"," 100","  82","  49","  0.3","   0","  511","    0"," 41.7"," 41.4"," 40.9","102.9"
"15/06/16","22:00:00","  90","  87","  96"," 100","  78","  49","  0.3","   0","  511","    0"," 41.6"," 41.4"," 41.0","102.9"
"15/06/16","23:00:00","  88","  86","  96"," 100","  72","  49","  0.3","   0","  507","    0"," 41.6"," 41.3"," 41.0","102.9"
