"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/07/01","00:00:00","  67","  71","  99"," 100","   0","  49","  0.2","   0","  512","    0"," 42.5"," 42.0"," 41.1","102.9"
"15/07/01","01:00:00","  74","  99","  99"," 100","   0","  49","  0.2","   0","  510","    0"," 42.5"," 42.1"," 41.2","102.9"
"15/07/01","02:00:00","  74","  99","  99"," 100","   0","  49","  0.2","   0","  509","    0"," 42.4"," 42.0"," 41.2","102.9"
"15/07/01","03:00:00","  72","  92","  99"," 100","   0","  49","  0.2","   0","  510","    0"," 42.5"," 42.1"," 41.1","102.9"
"15/07/01","04:00:00","  72","  90","  99"," 100","   0","  49","  0.2","   0","  510","    0"," 42.5"," 42.1"," 41.2","102.9"
"15/07/01","05:00:00","  70","  82","  99"," 100","   0","  49","  0.2","   2","  509","    0"," 42.5"," 42.0"," 41.2","102.9"
"15/07/01","06:00:00","  66","  66","  99"," 100","   0","  49","  0.2","   2","  508","    0"," 42.4"," 42.0"," 41.2","102.9"
"15/07/01","07:00:00","  64","  60","  99"," 100","   0","  49","  0.2","   2","  509","    0"," 42.5"," 42.0"," 41.1","102.9"
"15/07/01","08:00:00","  67","  69","  99"," 100","   0","  49","  0.2","   2","  509","    0"," 42.5"," 42.0"," 41.1","102.9"
"15/07/01","09:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   2","  511","    0"," 42.5"," 42.0"," 41.1","102.9"
"15/07/01","10:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   2","  511","    0"," 42.5"," 42.0"," 41.1","102.9"
"15/07/01","11:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   2","  510","    0"," 42.5"," 42.0"," 41.2","102.9"
"15/07/01","12:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   2","  511","    0"," 42.5"," 42.1"," 41.1","102.9"
"15/07/01","13:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  510","    0"," 42.5"," 42.1"," 41.1","102.9"
"15/07/01","14:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  510","    0"," 42.5"," 42.1"," 41.2","102.9"
"15/07/01","15:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  510","    0"," 42.5"," 42.1"," 41.2","102.9"
"15/07/01","16:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  510","    0"," 42.6"," 42.0"," 41.2","102.9"
"15/07/01","17:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  510","    0"," 42.6"," 42.2"," 41.2","102.9"
"15/07/01","18:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  510","    0"," 42.7"," 42.1"," 41.2","102.9"
"15/07/01","19:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  510","    0"," 42.8"," 42.1"," 41.2","102.9"
"15/07/01","20:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  510","    0"," 42.6"," 42.2"," 41.3","102.9"
"15/07/01","21:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  510","    0"," 42.7"," 42.1"," 41.3","102.9"
"15/07/01","22:00:00","  74","  97"," 100"," 100","   0","  48","  0.2","   0","  510","    0"," 42.8"," 42.1"," 41.3","102.9"
"15/07/01","23:00:00","  74","  99"," 100"," 100","   0","  48","  0.2","   0","  510","    0"," 42.8"," 42.2"," 41.3","102.9"
