"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/06/22","00:00:00","  76","  99"," 100"," 100","   5","  49","  0.2","   0","  506","    0"," 41.6"," 41.3"," 41.2","102.9"
"15/06/22","01:00:00","  76","  99"," 100"," 100","   5","  49","  0.2","   0","  508","    0"," 41.6"," 41.1"," 41.1","102.9"
"15/06/22","02:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   0","  511","    0"," 41.6"," 41.3"," 41.2","102.9"
"15/06/22","03:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   0","  510","    0"," 41.5"," 41.3"," 41.1","102.9"
"15/06/22","04:00:00","  74","  99","  99"," 100","   0","  49","  0.2","   0","  510","    0"," 41.5"," 41.2"," 41.1","102.9"
"15/06/22","05:00:00","  74","  99","  99"," 100","   0","  49","  0.2","   0","  511","    0"," 41.5"," 41.2"," 41.1","102.9"
"15/06/22","06:00:00","  74","  99","  99"," 100","   0","  49","  0.2","   0","  510","    0"," 41.5"," 41.3"," 41.0","102.9"
"15/06/22","07:00:00","  74","  99","  99"," 100","   0","  49","  0.2","   0","  508","    0"," 41.5"," 41.3"," 41.1","102.9"
"15/06/22","08:00:00","  74","  99","  99"," 100","   0","  49","  0.2","   0","  513","    0"," 41.6"," 41.3"," 41.1","102.9"
"15/06/22","09:00:00","  74","  99","  99"," 100","   0","  49","  0.2","   0","  511","    0"," 41.5"," 41.3"," 41.0","102.9"
"15/06/22","10:00:00","  74","  99","  99"," 100","   0","  49","  0.2","   0","  508","    0"," 41.5"," 41.3"," 41.0","102.9"
"15/06/22","11:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   0","  509","    0"," 41.4"," 41.3"," 41.0","102.9"
"15/06/22","12:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   0","  511","    0"," 41.5"," 41.3"," 41.0","102.9"
"15/06/22","13:00:00","  74","  99"," 100"," 100","   0","  49","  0.2","   2","  511","    0"," 41.3"," 41.3"," 41.0","102.9"
"15/06/22","14:00:00","  77","  99"," 100"," 100","  10","  49","  0.2","   2","  513","    0"," 41.5"," 41.3"," 41.0","102.9"
"15/06/22","15:00:00","  77","  99","  87"," 100","  23","  49","  0.2","   2","  510","    0"," 41.4"," 41.2"," 41.0","102.9"
"15/06/22","16:00:00","  70","  82","  80"," 100","  19","  49","  0.2","   2","  510","    0"," 41.5"," 41.1"," 41.0","102.9"
"15/06/22","17:00:00","  73","  80","  96"," 100","  16","  49","  0.2","   2","  510","    0"," 41.5"," 41.3"," 41.0","102.9"
"15/06/22","18:00:00","  75","  99","  97"," 100","   7","  49","  0.2","   2","  509","    0"," 41.4"," 41.1"," 41.0","102.9"
"15/06/22","19:00:00","  75","  99","  99"," 100","   3","  49","  0.2","   2","  510","    0"," 41.3"," 41.3"," 41.0","102.9"
"15/06/22","20:00:00","  75","  99","  98"," 100","   3","  49","  0.2","   2","  507","    0"," 42.2"," 41.1"," 40.9","102.9"
"15/06/22","21:00:00","  75","  99","  99"," 100","   3","  49","  0.2","   2","  507","    0"," 41.7"," 41.3"," 40.9","102.9"
"15/06/22","22:00:00","  75","  99","  99"," 100","   3","  49","  0.2","   2","  510","    0"," 41.6"," 41.3"," 40.9","102.9"
"15/06/22","23:00:00","  75","  99","  99"," 100","   3","  49","  0.2","   2","  511","    0"," 41.9"," 41.1"," 40.9","102.9"
