"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/06/20","00:00:00","  74","  99","  99"," 100","   0","  49","  0.3","   4","  507","    0"," 41.2"," 41.1"," 40.9","102.9"
"15/06/20","01:00:00","  74","  99","  99"," 100","   0","  49","  0.3","   4","  509","    0"," 41.3"," 41.2"," 40.9","102.9"
"15/06/20","02:00:00","  74","  99","  99"," 100","   0","  49","  0.3","   4","  511","    0"," 41.5"," 41.1"," 40.9","102.9"
"15/06/20","03:00:00","  74","  99","  99"," 100","   0","  49","  0.3","   4","  510","    0"," 41.3"," 41.2"," 40.9","102.9"
"15/06/20","04:00:00","  74","  99","  99"," 100","   0","  49","  0.3","   4","  511","    0"," 41.5"," 41.1"," 40.9","102.9"
"15/06/20","05:00:00","  74","  99","  99"," 100","   0","  49","  0.3","   0","  508","    0"," 41.3"," 41.1"," 40.9","102.9"
"15/06/20","06:00:00","  76","  99","  99"," 100","   9","  49","  0.3","   0","  511","    0"," 41.4"," 41.2"," 40.9","102.9"
"15/06/20","07:00:00","  76","  99","  99"," 100","   8","  49","  0.3","   0","  513","    0"," 41.4"," 41.2"," 40.9","102.9"
"15/06/20","08:00:00","  75","  99","  99"," 100","   3","  49","  0.3","   0","  506","    0"," 41.3"," 41.0"," 40.9","102.9"
"15/06/20","09:00:00","  75","  99"," 100"," 100","   1","  49","  0.3","   0","  514","    0"," 41.3"," 41.1"," 40.9","102.9"
"15/06/20","10:00:00","  75","  99"," 100"," 100","   1","  49","  0.3","   0","  510","    0"," 41.3"," 41.2"," 40.9","102.9"
"15/06/20","11:00:00","  75","  99"," 100"," 100","   1","  49","  0.3","   0","  509","    0"," 41.4"," 41.1"," 40.9","102.9"
"15/06/20","12:00:00","  75","  99"," 100"," 100","   1","  49","  0.3","   0","  510","    0"," 41.3"," 41.2"," 40.9","102.9"
"15/06/20","13:00:00","  75","  99"," 100"," 100","   1","  49","  0.3","   2","  510","    0"," 41.4"," 41.2"," 41.0","102.9"
"15/06/20","14:00:00","  75","  99"," 100"," 100","   1","  49","  0.3","   2","  509","    0"," 41.4"," 41.1"," 40.9","102.9"
"15/06/20","15:00:00","  75","  99"," 100"," 100","   1","  49","  0.3","   2","  508","    0"," 41.4"," 41.2"," 40.9","102.9"
"15/06/20","16:00:00","  75","  99"," 100"," 100","   2","  49","  0.3","   2","  512","    0"," 41.3"," 41.2"," 41.0","102.9"
"15/06/20","17:00:00","  75","  99"," 100"," 100","   3","  49","  0.3","   2","  512","    0"," 41.5"," 41.2"," 41.0","102.9"
"15/06/20","18:00:00","  75","  99"," 100"," 100","   4","  49","  0.3","   2","  508","    0"," 41.4"," 41.2"," 41.0","102.9"
"15/06/20","19:00:00","  77","  99"," 100"," 100","   9","  49","  0.3","   2","  510","    0"," 41.5"," 41.3"," 41.0","102.9"
"15/06/20","20:00:00","  77","  99"," 100"," 100","   9","  49","  0.3","   2","  513","    0"," 41.4"," 41.2"," 41.0","102.9"
"15/06/20","21:00:00","  77","  99"," 100"," 100","   9","  49","  0.3","   0","  508","    0"," 41.5"," 41.2"," 41.1","102.9"
"15/06/20","22:00:00","  77","  99"," 100"," 100","   9","  49","  0.3","   0","  509","    0"," 41.5"," 41.2"," 41.1","102.9"
"15/06/20","23:00:00","  76","  99","  99"," 100","   9","  49","  0.3","   0","  509","    0"," 41.5"," 41.2"," 41.1","102.9"
