"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/07/04","00:00:00","  86","  99"," 100"," 100","  46","  48","  0.2","   0","  509","    0"," 43.3"," 42.6"," 41.4","102.9"
"15/07/04","01:00:00","  85","  99"," 100"," 100","  44","  48","  0.2","   0","  509","    0"," 43.2"," 42.7"," 41.4","102.9"
"15/07/04","02:00:00","  85","  99"," 100"," 100","  42","  48","  0.2","   0","  511","    0"," 43.3"," 42.7"," 41.3","102.9"
"15/07/04","03:00:00","  85","  99"," 100"," 100","  41","  48","  0.2","   0","  509","    0"," 43.4"," 42.7"," 41.3","102.9"
"15/07/04","04:00:00","  84","  99"," 100"," 100","  37","  48","  0.2","   0","  510","    0"," 43.4"," 42.8"," 41.3","102.9"
"15/07/04","05:00:00","  83","  96"," 100"," 100","  37","  49","  0.2","   0","  507","    0"," 43.1"," 42.7"," 41.4","102.9"
"15/07/04","06:00:00","  85","  99"," 100"," 100","  44","  49","  0.2","   0","  509","    0"," 43.4"," 42.8"," 41.3","102.9"
"15/07/04","07:00:00","  85","  99"," 100"," 100","  42","  49","  0.2","   0","  510","    0"," 43.3"," 42.7"," 41.3","102.9"
"15/07/04","08:00:00","  84","  99"," 100"," 100","  40","  49","  0.2","   0","  509","    0"," 43.3"," 42.7"," 41.3","102.9"
"15/07/04","09:00:00","  84","  99"," 100"," 100","  40","  49","  0.2","   0","  510","    0"," 43.3"," 42.8"," 41.3","102.9"
"15/07/04","10:00:00","  84","  99"," 100"," 100","  40","  49","  0.2","   0","  512","    0"," 43.4"," 42.8"," 41.3","102.9"
"15/07/04","11:00:00","  85","  99"," 100"," 100","  42","  49","  0.2","   0","  508","    0"," 43.3"," 42.8"," 41.3","102.9"
"15/07/04","12:00:00","  85","  99"," 100"," 100","  44","  49","  0.2","   0","  508","    0"," 43.4"," 42.8"," 41.3","102.9"
"15/07/04","13:00:00","  86","  99"," 100"," 100","  47","  48","  0.2","   3","  508","    0"," 43.4"," 42.8"," 41.3","102.9"
"15/07/04","14:00:00","  88","  99"," 100"," 100","  56","  48","  0.2","   3","  510","    0"," 43.3"," 42.8"," 41.3","102.9"
"15/07/04","15:00:00","  89","  99"," 100"," 100","  58","  48","  0.2","   3","  508","    0"," 43.6"," 42.9"," 41.4","102.9"
"15/07/04","16:00:00","  89","  99"," 100"," 100","  59","  48","  0.2","   3","  509","    0"," 43.5"," 42.9"," 41.4","102.9"
"15/07/04","17:00:00","  90","  99"," 100"," 100","  61","  48","  0.2","   3","  296","    0"," 43.5"," 42.9"," 41.4","102.9"
"15/07/04","18:00:00","  91","  99"," 100"," 100","  65","  48","  0.2","   3","  401","    0"," 43.5"," 42.9"," 41.4","102.9"
"15/07/04","19:00:00","  91","  99"," 100"," 100","  68","  48","  0.2","   3","    2","    0"," 43.6"," 42.9"," 41.4","102.9"
"15/07/04","20:00:00","  92","  99"," 100"," 100","  69","  48","  0.2","   3","   76","    0"," 43.5"," 42.9"," 41.4","102.9"
"15/07/04","21:00:00","  92","  99"," 100"," 100","  71","  48","  0.2","   3","  509","    0"," 43.6"," 42.9"," 41.4","102.9"
"15/07/04","22:00:00","  90","  89"," 100"," 100","  74","  48","  0.2","   3","  511","    0"," 43.6"," 42.9"," 41.5","102.9"
"15/07/04","23:00:00","  93","  99"," 100"," 100","  74","  48","  0.2","   3","  508","    0"," 43.6"," 43.0"," 41.4","102.9"
