"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/07/15","00:00:00","  53","  12","  95"," 100","   5","  50","  0.0","   0","  511","    0"," 44.2"," 43.0"," 41.0","102.9"
"15/07/15","01:00:00","  51","   5","  96"," 100","   5","  50","  0.0","   0","  511","    0"," 44.2"," 42.8"," 41.0","102.9"
"15/07/15","02:00:00","  51","   5","  95","  99","   5","  50","  0.0","   0","  508","    0"," 44.2"," 43.0"," 40.9","102.9"
"15/07/15","03:00:00","  48","   5","  89","  95","   5","  50","  0.0","   0","  511","    0"," 44.2"," 42.6"," 40.9","102.9"
"15/07/15","04:00:00","  42","   5","  85","  76","   5","  50","  0.0","   0","  512","    0"," 44.2"," 42.8"," 40.9","102.9"
"15/07/15","05:00:00","  40","   4","  80","  73","   5","  49","  0.0","   0","  507","    0"," 44.2"," 42.8"," 40.9","102.9"
"15/07/15","06:00:00","  38","   4","  72","  74","   5","  49","  0.0","   0","  512","    0"," 44.2"," 42.6"," 40.9","102.9"
"15/07/15","07:00:00","  37","   5","  51","  89","   5","  49","  0.0","   0","  510","    0"," 44.1"," 43.0"," 40.9","102.9"
"15/07/15","08:00:00","  36","   7","  48","  84","   5","  49","  0.0","   0","  509","    0"," 44.2"," 42.9"," 40.9","102.9"
"15/07/15","09:00:00","  36","   5","  48","  89","   5","  49","  0.0","   0","  457","    0"," 44.2"," 43.0"," 40.9","102.9"
"15/07/15","10:00:00","  37","   5","  49","  90","   5","  55","  0.0"," 543","  456","    0"," 44.1"," 42.7"," 40.8","102.9"
"15/07/15","11:00:00","  38","   5","  51","  91","   5","  50","  0.0","   1","  456","    0"," 44.1"," 42.9"," 40.8","102.9"
"15/07/15","12:00:00","  42","   7","  64","  92","   5","  50","  0.0","   1","  456","    0"," 44.1"," 42.9"," 40.9","102.9"
"15/07/15","13:00:00","  46","   7","  81","  93","   5","  49","  0.0","   1","  457","    0"," 43.9"," 42.9"," 40.9","102.9"
"15/07/15","14:00:00","  48","   8","  87","  94","   5","  49","  0.0","   1","  457","    0"," 44.2"," 43.0"," 40.9","102.9"
"15/07/15","15:00:00","  51","   9","  97","  96","   5","  49","  0.0","   1","  511","    0"," 44.1"," 43.0"," 40.9","102.9"
"15/07/15","16:00:00","  49","   9","  88","  96","   5","  49","  0.0","   1","  457","    0"," 44.1"," 43.0"," 40.9","102.9"
"15/07/15","17:00:00","  47","   6","  86","  92","   5","  49","  0.0","   1","  458","    0"," 44.1"," 43.1"," 40.9","102.9"
"15/07/15","18:00:00","  43","   5","  79","  84","   5","  49","  0.0","   1","  457","    0"," 44.1"," 43.0"," 40.9","102.9"
"15/07/15","19:00:00","  41","   5","  71","  84","   5","  49","  0.0","   1","  456","    0"," 44.2"," 43.0"," 40.9","102.9"
"15/07/15","20:00:00","  40","   4","  65","  87","   5","  49","  0.0","   1","  456","    0"," 44.2"," 43.0"," 41.0","102.9"
"15/07/15","21:00:00","  36","   7","  46","  87","   5","  49","  0.0","   0","  456","    0"," 44.0"," 43.1"," 41.0","102.9"
"15/07/15","22:00:00","  33","  11","  35","  84","   5","  49","  0.0","   0","  456","    0"," 44.1"," 43.0"," 40.9","102.9"
"15/07/15","23:00:00","  32","   4","  35","  87","   5","  49","  0.0","   0","  457","    0"," 44.2"," 43.1"," 40.9","102.9"
