"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/06/25","00:00:00","  74","  99"," 100"," 100","   0","  49","  0.3","   0","  509","    0"," 41.6"," 41.3"," 41.1","102.9"
"15/06/25","01:00:00","  74","  99"," 100"," 100","   0","  49","  0.3","   0","  511","    0"," 41.6"," 41.3"," 41.1","102.9"
"15/06/25","02:00:00","  74","  99"," 100"," 100","   0","  49","  0.3","   0","  511","    0"," 41.6"," 41.3"," 41.1","102.9"
"15/06/25","03:00:00","  74","  99"," 100"," 100","   0","  49","  0.3","   0","  514","    0"," 41.6"," 41.3"," 41.1","102.9"
"15/06/25","04:00:00","  74","  97"," 100"," 100","   0","  49","  0.3","   0","  510","    0"," 41.6"," 41.3"," 41.1","102.9"
"15/06/25","05:00:00","  74","  99"," 100"," 100","   0","  49","  0.4","   0","  510","    0"," 41.6"," 41.3"," 41.2","102.9"
"15/06/25","06:00:00","  74","  99"," 100"," 100","   0","  49","  0.4","   0","  512","    0"," 41.5"," 41.2"," 41.1","102.9"
"15/06/25","07:00:00","  74","  99"," 100"," 100","   0","  49","  0.4","   0","  510","    0"," 41.6"," 41.3"," 41.1","102.9"
"15/06/25","08:00:00","  74","  99"," 100"," 100","   0","  49","  0.4","   0","  509","    0"," 41.6"," 41.3"," 41.1","102.9"
"15/06/25","09:00:00","  74","  99"," 100"," 100","   0","  49","  0.4","   0","  512","    0"," 41.6"," 41.3"," 41.1","102.9"
"15/06/25","10:00:00","  74","  99"," 100"," 100","   0","  49","  0.4","   0","  512","    0"," 41.6"," 41.2"," 41.1","102.9"
"15/06/25","11:00:00","  74","  99"," 100"," 100","   0","  49","  0.4","   0","  510","    0"," 41.6"," 41.3"," 41.1","102.9"
"15/06/25","12:00:00","  74","  99"," 100"," 100","   0","  49","  0.4","   0","  512","    0"," 41.6"," 41.3"," 41.2","102.9"
"15/06/25","13:00:00","  74","  99"," 100"," 100","   0","  48","  0.4","   3","  511","    0"," 41.7"," 41.2"," 41.2","102.9"
"15/06/25","14:00:00","  74","  99"," 100"," 100","   0","  48","  0.4","   3","  510","    0"," 41.6"," 41.1"," 41.2","102.9"
"15/06/25","15:00:00","  74","  99","  98"," 100","   0","  48","  0.4","   3","  507","    0"," 41.7"," 41.3"," 41.2","102.9"
"15/06/25","16:00:00","  74","  99"," 100"," 100","   0","  48","  0.4","   3","  511","    0"," 41.7"," 41.3"," 41.2","102.9"
"15/06/25","17:00:00","  74","  99"," 100"," 100","   0","  48","  0.4","   3","  509","    0"," 41.7"," 41.3"," 41.2","102.9"
"15/06/25","18:00:00","  74","  99"," 100"," 100","   0","  48","  0.4","   3","  511","    0"," 41.6"," 41.3"," 41.2","102.9"
"15/06/25","19:00:00","  74","  99"," 100"," 100","   0","  48","  0.4","   3","  511","    0"," 41.6"," 41.2"," 41.2","102.9"
"15/06/25","20:00:00","  74","  99"," 100"," 100","   0","  48","  0.4","   3","  511","    0"," 41.6"," 41.1"," 41.2","102.9"
"15/06/25","21:00:00","  74","  99"," 100"," 100","   0","  49","  0.4","   2","  510","    0"," 41.6"," 41.2"," 41.2","102.9"
"15/06/25","22:00:00","  74","  99"," 100"," 100","   0","  49","  0.4","   2","  509","    0"," 41.7"," 41.4"," 41.2","102.9"
"15/06/25","23:00:00","  74","  99"," 100"," 100","   0","  49","  0.4","   2","  509","    0"," 41.7"," 41.4"," 41.2","102.9"
