"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/07/09","00:00:00","  94","  99"," 100"," 100","  77","  49","  0.2","   0","  510","    0"," 43.9"," 43.1"," 41.0","102.9"
"15/07/09","01:00:00","  92","  99"," 100"," 100","  72","  49","  0.2","   0","  512","    0"," 44.0"," 43.6"," 41.0","102.9"
"15/07/09","02:00:00","  92","  99"," 100"," 100","  72","  49","  0.2","   0","  510","    0"," 44.0"," 43.2"," 41.0","102.9"
"15/07/09","03:00:00","  92","  99"," 100"," 100","  70","  49","  0.2","   0","  508","    0"," 43.9"," 43.3"," 41.0","102.9"
"15/07/09","04:00:00","  91","  99"," 100"," 100","  67","  49","  0.2","   0","  510","    0"," 44.0"," 43.2"," 41.0","102.9"
"15/07/09","05:00:00","  90","  99"," 100"," 100","  64","  49","  0.2","   0","  512","    0"," 44.3"," 43.2"," 41.0","102.9"
"15/07/09","06:00:00","  90","  99"," 100"," 100","  62","  49","  0.2","   0","  510","    0"," 44.0"," 43.2"," 41.0","102.9"
"15/07/09","07:00:00","  86","  99"," 100"," 100","  47","  49","  0.2","   0","  512","    0"," 43.8"," 43.1"," 41.0","102.9"
"15/07/09","08:00:00","  85","  99"," 100"," 100","  44","  49","  0.2","   0","    2","    0"," 43.9"," 43.2"," 41.0","102.9"
"15/07/09","09:00:00","  88","  99"," 100"," 100","  56","  49","  0.2","   0","    2","    0"," 43.4"," 43.3"," 40.9","102.9"
"15/07/09","10:00:00","  95","  99"," 100"," 100","  82","  49","  0.2","   0","    2","    0"," 43.9"," 43.1"," 40.9","102.9"
"15/07/09","11:00:00","  99","  99"," 100"," 100","  99","   0","  0.0","   0","    2","    0"," 43.7"," 43.0"," 40.9","102.9"
"15/07/09","12:00:00","  99","  99"," 100"," 100","  99","  49","  0.2","   0","  508","    0"," 43.7"," 43.1"," 40.8","102.9"
"15/07/09","13:00:00","  99","  99"," 100"," 100","  99","  50","  0.2","   0","  509","    0"," 43.7"," 43.0"," 40.8","102.9"
"15/07/09","14:00:00","  99","  99"," 100"," 100","  99","  50","  0.2","   0","  512","    0"," 43.6"," 43.1"," 40.8","102.9"
"15/07/09","15:00:00","  99","  99"," 100"," 100","  99","  50","  0.2","   0","  510","    0"," 43.8"," 43.1"," 40.9","102.9"
"15/07/09","16:00:00","  99","  99"," 100"," 100","  99","  50","  0.2","   0","  510","    0"," 43.9"," 43.0"," 40.9","102.9"
"15/07/09","17:00:00","  99","  99"," 100"," 100","  99","  50","  0.2","   0","  508","    0"," 43.7"," 42.8"," 40.9","102.9"
"15/07/09","18:00:00","  99","  99"," 100"," 100","  99","  50","  0.2","   0","  512","    0"," 43.8"," 43.1"," 40.9","102.9"
"15/07/09","19:00:00","  99","  99"," 100"," 100","  99","  50","  0.2","   0","  511","    0"," 44.1"," 43.1"," 40.8","102.9"
"15/07/09","20:00:00","  99","  99"," 100"," 100","  99","  50","  0.2","   0","  513","    0"," 43.8"," 43.0"," 40.8","102.9"
"15/07/09","21:00:00","  99","  99"," 100"," 100","  99","  49","  0.3","   0","  512","    0"," 43.8"," 43.0"," 40.8","102.9"
"15/07/09","22:00:00","  99","  99"," 100"," 100","  99","  49","  0.3","   0","  511","    0"," 44.1"," 43.0"," 40.8","102.9"
"15/07/09","23:00:00","  99","  99"," 100"," 100","  99","  49","  0.3","   0","  507","    0"," 43.6"," 43.2"," 40.8","102.9"
