"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/07/13","00:00:00","  91","  99"," 100"," 100","  67","  50","  0.0","   2","  510","    0"," 44.5"," 43.1"," 41.4","102.9"
"15/07/13","01:00:00","  91","  99"," 100"," 100","  65","  50","  0.0","   2","  511","    0"," 44.5"," 43.2"," 41.4","102.9"
"15/07/13","02:00:00","  91","  99"," 100"," 100","  65","  50","  0.0","   2","  509","    0"," 44.5"," 43.1"," 41.3","102.9"
"15/07/13","03:00:00","  91","  99"," 100"," 100","  65","  50","  0.0","   2","  509","    0"," 44.5"," 43.2"," 41.3","102.9"
"15/07/13","04:00:00","  90","  98"," 100"," 100","  64","  50","  0.0","   2","  511","    0"," 44.5"," 43.0"," 41.3","102.9"
"15/07/13","05:00:00","  89","  98"," 100"," 100","  60","  50","  0.6","   0","  510","    0"," 44.5"," 43.3"," 41.3","102.9"
"15/07/13","06:00:00","  88","  98"," 100"," 100","  54","  50","  0.6","   0","  509","    0"," 44.5"," 43.2"," 41.2","102.9"
"15/07/13","07:00:00","  86","  99"," 100"," 100","  48","  50","  0.6","   0","  511","    0"," 44.5"," 43.0"," 41.3","102.9"
"15/07/13","08:00:00","  86","  99"," 100"," 100","  47","  50","  0.6","   0","  510","    0"," 44.5"," 43.2"," 41.2","102.9"
"15/07/13","09:00:00","  85","  99"," 100"," 100","  44","  50","  0.6","   0","  506","    0"," 44.6"," 43.2"," 41.2","102.9"
"15/07/13","10:00:00","  84","  99"," 100"," 100","  40","  50","  0.6","   0","  511","    0"," 44.5"," 43.1"," 41.2","102.9"
"15/07/13","11:00:00","  83","  99"," 100"," 100","  36","  50","  0.6","   0","  512","    0"," 44.5"," 43.0"," 41.2","102.9"
"15/07/13","12:00:00","  83","  99"," 100"," 100","  35","  50","  0.6","   0","  513","    0"," 44.5"," 42.9"," 41.2","102.9"
"15/07/13","13:00:00","  83","  99"," 100"," 100","  35","  50","  1.1","   2","  512","    0"," 44.5"," 43.0"," 41.3","102.9"
"15/07/13","14:00:00","  81","  99","  90"," 100","  35","  50","  1.1","   2","  508","    0"," 44.5"," 43.1"," 41.2","102.9"
"15/07/13","15:00:00","  83","  99","  99"," 100","  34","  50","  1.1","   2","  512","    0"," 44.4"," 42.9"," 41.2","102.9"
"15/07/13","16:00:00","  82","  99","  99"," 100","  32","  50","  1.1","   2","  510","    0"," 44.5"," 43.0"," 41.2","102.9"
"15/07/13","17:00:00","  82","  99","  99"," 100","  31","  50","  1.1","   2","  512","    0"," 44.4"," 43.0"," 41.2","102.9"
"15/07/13","18:00:00","  81","  98","  99"," 100","  28","  50","  1.1","   2","  514","    0"," 45.0"," 42.9"," 41.2","102.9"
"15/07/13","19:00:00","  79","  99","  99"," 100","  21","  50","  1.1","   2","  513","    0"," 44.3"," 42.7"," 41.2","102.9"
"15/07/13","20:00:00","  79","  99","  99"," 100","  19","  50","  1.1","   2","  514","    0"," 44.3"," 42.9"," 41.2","102.9"
"15/07/13","21:00:00","  78","  99","  99"," 100","  14","  50","  1.2","   0","  515","    0"," 44.5"," 42.8"," 41.2","102.9"
"15/07/13","22:00:00","  77","  99","  99"," 100","  13","  50","  1.2","   0","  516","    0"," 44.6"," 42.9"," 41.1","102.9"
"15/07/13","23:00:00","  77","  99","  99"," 100","  11","  50","  1.2","   0","  514","    0"," 44.2"," 43.0"," 41.2","102.9"
