"Date","Time","Gasfüllstand gesamt %","Gasfüllstand Fermenter 1%","Gasfüllstand Fermenter 2%","Gasfüllstand Nachgärer  %","Gasfüllstand Endlager  %","Gasanalyse % CH4","Gasanalyse % O2","Gasanalyse ppm H2S","BHKW 1 kW","BHKW 2 kW","Temp. Fermenter 1","Temp. Fermenter 2","Temp. Nachgärer","Temp. Endlager"
"15/07/12","00:00:00","  97","  91"," 100"," 100","  99","  49","  0.6","   0","  512","    0"," 44.2"," 43.0"," 41.2","102.9"
"15/07/12","01:00:00","  97","  91"," 100"," 100","  99","  49","  0.6","   0","  509","    0"," 44.2"," 43.4"," 41.3","102.9"
"15/07/12","02:00:00","  99","  99"," 100"," 100","  99","  49","  0.6","   0","  511","    0"," 44.2"," 43.1"," 41.3","102.9"
"15/07/12","03:00:00","  99","  99"," 100"," 100","  99","  49","  0.6","   0","  509","    0"," 44.2"," 43.2"," 41.3","102.9"
"15/07/12","04:00:00","  99","  99"," 100"," 100","  99","  49","  0.6","   0","  511","    0"," 44.2"," 43.3"," 41.3","102.9"
"15/07/12","05:00:00","  98","  99"," 100"," 100","  96","  49","  3.0","   0","  510","    0"," 44.3"," 43.2"," 41.3","102.9"
"15/07/12","06:00:00","  97","  99"," 100"," 100","  92","  49","  3.0","   0","  509","    0"," 44.3"," 43.0"," 41.3","102.9"
"15/07/12","07:00:00","  97","  99"," 100"," 100","  90","  49","  3.0","   0","  511","    0"," 44.3"," 43.1"," 41.3","102.9"
"15/07/12","08:00:00","  97","  99"," 100"," 100","  90","  49","  3.0","   0","  510","    0"," 44.3"," 43.1"," 41.3","102.9"
"15/07/12","09:00:00","  97","  99"," 100"," 100","  90","  49","  3.0","   0","  509","    0"," 44.2"," 43.2"," 41.3","102.9"
"15/07/12","10:00:00","  97","  99"," 100"," 100","  90","  49","  3.0","   0","  512","    0"," 44.2"," 43.0"," 41.3","102.9"
"15/07/12","11:00:00","  97","  99"," 100"," 100","  90","  49","  3.0","   0","  510","    0"," 44.3"," 42.9"," 41.3","102.9"
"15/07/12","12:00:00","  97","  99"," 100"," 100","  90","  49","  3.0","   0","  510","    0"," 44.3"," 42.8"," 41.3","102.9"
"15/07/12","13:00:00","  97","  99"," 100"," 100","  90","  49"," 14.6","   0","  510","    0"," 44.3"," 43.0"," 41.3","102.9"
"15/07/12","14:00:00","  97","  99"," 100"," 100","  90","  49"," 14.6","   0","  509","    0"," 44.4"," 43.1"," 41.4","102.9"
"15/07/12","15:00:00","  97","  99"," 100"," 100","  89","  49"," 14.6","   0","  511","    0"," 44.4"," 43.1"," 41.4","102.9"
"15/07/12","16:00:00","  95","  99"," 100"," 100","  83","  49","  0.0","   0","  507","    0"," 44.4"," 43.1"," 41.4","102.9"
"15/07/12","17:00:00","  95","  98"," 100"," 100","  82","  49","  0.0","   0","  507","    0"," 44.4"," 43.0"," 41.4","102.9"
"15/07/12","18:00:00","  95","  99"," 100"," 100","  81","  49","  0.0","   0","  509","    0"," 44.4"," 43.0"," 41.4","102.9"
"15/07/12","19:00:00","  94","  99"," 100"," 100","  78","  49","  0.0","   0","  512","    0"," 44.4"," 43.1"," 41.4","102.9"
"15/07/12","20:00:00","  94","  99"," 100"," 100","  77","  49","  0.0","   0","  509","    0"," 44.5"," 43.2"," 41.4","102.9"
"15/07/12","21:00:00","  93","  99"," 100"," 100","  74","  50","  0.0","   2","  507","    0"," 44.4"," 43.2"," 41.4","102.9"
"15/07/12","22:00:00","  92","  99"," 100"," 100","  70","  50","  0.0","   2","  509","    0"," 44.4"," 43.2"," 41.4","102.9"
"15/07/12","23:00:00","  91","  99"," 100"," 100","  68","  50","  0.0","   2","  509","    0"," 44.4"," 43.1"," 41.4","102.9"
